Nameplate,Technology,Latitude,Longitude,State,Plant_ID,Year
17.2,Hydroelectric,42.121168,-122.547896,OR,6403,2018
2.4,Hydroelectric,40.404354,-111.528446,UT,6404,2018
50.6,Hydroelectric,40.914646000000005,-109.42166200000001,UT,6405,2018
6.0,Hydroelectric,46.26678,-119.589821,WA,6406,2018
12.9,Hydroelectric,46.618413000000004,-120.477759,WA,6407,2018
5.0,Hydroelectric,44.513767,-109.12958799999998,WY,6408,2018
20.7,Hydroelectric,42.548412,-106.71753600000001,WY,6409,2018
10.5,Hydroelectric,26.5575,-99.1642,TX,6410,2018
26.0,Hydroelectric,31.060893,-94.1062,TX,6413,2018
20.9,Hydroelectric,31.8694,-97.3667,TX,6414,2018
50.0,Hydroelectric,34.138779,-94.684498,OK,6415,2018
50.8,Hydroelectric,33.8181,-96.5692,TX,6416,2018
45.0,Hydroelectric,36.0972,-85.8274,TN,6417,2018
12.0,Hydroelectric,36.3208,-87.2219,TN,6418,2018
30.0,Hydroelectric,35.3069,-95.3572,OK,6419,2018
38.5,Hydroelectric,43.280611,-122.40248000000001,OR,6421,2018
2.2,Hydroelectric,45.487869,-111.633807,MT,6422,2018
29.6,Hydroelectric,47.8347,-120.0133,WA,6424,2018
15.0,Hydroelectric,47.4193,-121.78185800000001,WA,6430,2018
36.8,Hydroelectric,48.698056,-121.208611,WA,6431,2018
90.0,Hydroelectric,48.713853,-121.131736,WA,6432,2018
158.4,Hydroelectric,48.987111,-117.347847,WA,6433,2018
1.4,Hydroelectric,35.27127,-83.676016,NC,6438,2018
23.0,Hydroelectric,34.79782,-87.62536999999999,AL,6440,2018
3.0,Hydroelectric,34.1548,-117.9093,CA,6449,2018
1.6,Hydroelectric,43.662775,-73.034023,VT,6450,2018
0.8,Hydroelectric,44.0525,-73.1762,VT,6451,2018
1.3,Hydroelectric,43.6262,-73.3073,NY,6456,2018
1.7,Hydroelectric,48.0592,-114.0708,MT,6459,2018
1035.9,Nuclear,30.756999999999998,-91.3327,LA,6462,2018
21.3,Other,42.0272,-93.5828,IA,6463,2018
477.0,Coal,47.370542,-101.83566,ND,6469,2018
2.7,Other,21.899583,-159.585042,HI,6474,2018
3.0,Hydroelectric,44.489996999999995,-73.169312,VT,6475,2018
22.5,Hydroelectric,34.590183,-118.454676,CA,6479,2018
14.0,Hydroelectric,34.534337,-118.52511299999999,CA,6480,2018
820.0,Coal,39.509731,-112.58018,UT,6481,2018
2.6,Hydroelectric,44.2603,-72.0592,VT,6483,2018
0.2,Hydroelectric,44.062326,-121.313331,OR,6484,2018
1.0,Hydroelectric,44.6967,-73.6122,NY,6486,2018
2.6,Other,20.801170000000003,-156.49298100000001,HI,6504,2018
25.5,Hydroelectric,45.122009000000006,-122.06987,OR,6505,2018
1.0,Hydroelectric,48.7339,-116.1752,ID,6506,2018
2.5,Hydroelectric,46.4492,-120.5342,WA,6507,2018
0.8,Hydroelectric,46.423133,-120.559997,WA,6508,2018
2.0,Other,39.1522,-119.7478,NV,6510,2018
2.0,Hydroelectric,39.2851,-119.5933,NV,6513,2018
18.0,Natural Gas,31.363471999999998,-110.931343,AZ,6515,2018
2.0,Other,38.0492,-103.7136,CO,6516,2018
78.8,Hydroelectric,34.7981,-82.8872,SC,6517,2018
2.5,Other,39.245833000000005,-120.027222,CA,6518,2018
0.7,Hydroelectric,44.1664,-73.2575,VT,6519,2018
2.0,Other,44.1664,-73.2575,VT,6519,2018
5.5,Hydroelectric,44.38126,-72.76769,VT,6520,2018
0.6,Hydroelectric,39.4625,-119.0667,NV,6521,2018
151.0,Hydroelectric,41.0006,-75.0314,NJ,6522,2018
1.3,Hydroelectric,44.5236,-73.4617,NY,6526,2018
11.0,Hydroelectric,43.318906,-73.920785,NY,6527,2018
4.0,Hydroelectric,42.87084,-72.92732,VT,6529,2018
2.4,Hydroelectric,39.3125,-119.585,NV,6531,2018
1.3,Hydroelectric,39.3022,-119.5604,NV,6532,2018
2.4,Hydroelectric,40.584984999999996,-111.800605,UT,6537,2018
0.5,Hydroelectric,39.493056,-77.826944,WV,6543,2018
0.5,Hydroelectric,39.605,-77.923055,WV,6544,2018
0.8,Hydroelectric,39.273056,-77.784444,WV,6546,2018
10.0,Hydroelectric,44.4146,-122.6712,OR,6552,2018
7.0,Other,42.7317,-92.4711,IA,6554,2018
3.5,Natural Gas,42.7317,-92.4711,IA,6554,2018
0.5,Other,62.956990000000005,-155.594997,AK,6555,2018
9.3,Natural Gas,31.3207,-92.4613,LA,6558,2018
60.4,Natural Gas,61.229713000000004,-149.716744,AK,6559,2018
4.8,Hydroelectric,38.1944,-81.3706,WV,6560,2018
4.8,Hydroelectric,38.2526,-81.5695,WV,6561,2018
14.7,Hydroelectric,38.5274,-81.91391999999999,WV,6562,2018
26.6,Other,40.459344,-93.021833,MO,6563,2018
1.1,Other,38.327778,-75.21722199999999,MD,6565,2018
2.1,Other,60.7897,-161.787778,AK,6566,2018
1.2,Other,41.175556,-71.5711,RI,6567,2018
3.0,Other,37.566881,-101.751065,KS,6579,2018
1.0,Hydroelectric,55.37975,-131.470269,AK,6580,2018
2.1,Hydroelectric,55.381402,-131.51775800000001,AK,6581,2018
2.5,Other,24.563333,-81.7342,FL,6584,2018
2.7,Other,42.5131,-70.8583,MA,6586,2018
40.5,Hydroelectric,31.173484000000002,-93.565877,TX,6595,2018
38.6,Hydroelectric,38.864290000000004,-120.44433500000001,CA,6612,2018
1.1,Hydroelectric,44.933611,-73.05111099999999,VT,6618,2018
64.7,Other,39.3561,-102.2431,CO,6619,2018
43.5,Hydroelectric,48.0122,-106.4123,MT,6623,2018
44.1,Hydroelectric,42.848828999999995,-97.48147900000001,NE,6624,2018
84.0,Natural Gas,41.44823,-72.834884,CT,6635,2018
12.8,Hydroelectric,39.720278,-79.856111,PA,6636,2018
0.8,Other,59.544553,-139.724306,AK,6637,2018
293.0,Coal,37.6461,-87.5,KY,6639,2018
900.0,Coal,35.678442,-91.408761,AR,6641,2018
1.0,Hydroelectric,34.20795,-118.3516,CA,6643,2018
4.9,Hydroelectric,33.8553,-117.4537,CA,6644,2018
4.5,Hydroelectric,34.5148,-118.6092,CA,6645,2018
9.9,Hydroelectric,34.1275,-117.7958,CA,6646,2018
5.1,Hydroelectric,33.9117,-117.8192,CA,6647,2018
60.7,Other,39.1481,-91.8306,MO,6650,2018
60.6,Other,39.4244,-92.4837,MO,6651,2018
60.8,Other,38.555713,-92.102316,MO,6652,2018
811.9,Coal,41.3181,-91.0931,IA,6664,2018
0.6,Hydroelectric,57.957197,-136.220095,AK,6702,2018
0.4,Other,57.957197,-136.220095,AK,6702,2018
1.1,Other,33.333056,-118.310278,CA,6704,2018
166.6,Coal,37.915,-87.3328,IN,6705,2018
25.0,Other,45.805443,-92.97176,MN,6741,2018
293.6,Coal,40.860904999999995,-105.021207,CO,6761,2018
89.3,Natural Gas,40.860904999999995,-105.021207,CO,6761,2018
261.0,Coal,36.8791,-89.6209,MO,6768,2018
446.0,Coal,34.0158,-95.3206,OK,6772,2018
27.0,Other,39.4912,-75.0486,NJ,6776,2018
28.0,Hydroelectric,33.4261,-79.93,SC,6789,2018
4.0,Natural Gas,37.686085,-96.96498199999999,KS,6791,2018
2.0,Other,57.0497,-135.3128,AK,6801,2018
509.4,Coal,37.4497,-87.0806,KY,6823,2018
61.2,Other,44.905026,-93.820761,MN,6824,2018
4.3,Other,37.16424,-101.340133,KS,7011,2018
0.8,Natural Gas,37.16424,-101.340133,KS,7011,2018
8.0,Hydroelectric,43.468678999999995,-112.062499,ID,7012,2018
26.5,Natural Gas,37.2367,-96.9625,KS,7013,2018
1.6,Other,37.2367,-96.9625,KS,7013,2018
1.5,Hydroelectric,39.544108,-111.418727,UT,7015,2018
7.6,Natural Gas,37.6376,-95.4704,KS,7018,2018
6.0,Other,37.6376,-95.4704,KS,7018,2018
7.0,Natural Gas,40.1817,-111.6203,UT,7028,2018
174.6,Coal,31.091925,-96.69503,TX,7030,2018
16.3,Other,37.1575,-76.6911,VA,7032,2018
91.9,Natural Gas,37.1575,-76.6911,VA,7032,2018
3.3,Hydroelectric,41.743728000000004,-111.783169,UT,7034,2018
2.7,Other,44.415,-110.5739,WY,7039,2018
10.8,Hydroelectric,35.351361,-94.294349,AR,7040,2018
0.5,Hydroelectric,60.612821999999994,-145.67941100000002,AK,7042,2018
0.1,Hydroelectric,44.309692999999996,-72.575305,VT,7051,2018
4.4,Hydroelectric,44.359381,-72.81673,VT,7056,2018
1.0,Other,46.358956,-91.823631,WI,7058,2018
1.1,Natural Gas,43.396851,-95.74965999999999,IA,7060,2018
110.0,Natural Gas,31.2546,-88.0299,AL,7063,2018
3.0,Hydroelectric,39.470447,-120.10455,CA,7066,2018
10.9,Hydroelectric,34.307444,-117.323548,CA,7072,2018
8.2,Hydroelectric,42.766397,-114.90823600000002,ID,7079,2018
7.0,Other,37.113735999999996,-113.56894399999999,UT,7080,2018
167.5,Natural Gas,36.430554,-114.902405,NV,7082,2018
566.0,Coal,29.309721999999997,-98.3203,TX,7097,2018
1.4,Natural Gas,40.503679999999996,-111.425246,UT,7111,2018
3.3,Other,55.121432999999996,-131.56026699999998,AK,7112,2018
6.6,Hydroelectric,47.159553,-119.89630600000001,WA,7113,2018
1.4,Hydroelectric,46.5628,-87.5686,MI,7115,2018
4.0,Hydroelectric,46.5717,-87.4764,MI,7116,2018
2.0,Hydroelectric,46.3156,-87.5128,MI,7118,2018
22.6,Other,45.8475,-87.0036,MI,7119,2018
324.0,Hydroelectric,35.0075,-82.9975,SC,7125,2018
12.8,Hydroelectric,47.385071999999994,-123.605225,WA,7127,2018
7.0,Hydroelectric,40.432915,-78.002887,PA,7128,2018
3.4,Hydroelectric,39.528749,-121.54635900000001,CA,7129,2018
15.5,Other,19.6316,-155.0313,HI,7130,2018
21.0,Natural Gas,33.585257,-101.886093,TX,7131,2018
1.8,Hydroelectric,41.254331,-111.848525,UT,7132,2018
10.8,Hydroelectric,35.127590999999995,-92.790273,AR,7135,2018
38.4,Natural Gas,39.8154,-74.2098,NJ,7138,2018
41.4,Natural Gas,41.5572,-93.5242,IA,7145,2018
79.5,Other,40.956932,-72.877411,NY,7146,2018
1.0,Hydroelectric,34.088019,-117.03953899999999,CA,7147,2018
2.5,Hydroelectric,39.586864,-122.533248,CA,7151,2018
122.0,Natural Gas,39.7436,-75.5072,DE,7153,2018
45.1,Other,43.2481,-93.205,IA,7155,2018
95.3,Natural Gas,39.4492,-84.4611,OH,7158,2018
95.4,Natural Gas,43.1669,-88.69,WI,7159,2018
10.0,Hydroelectric,33.8447,-112.2714,AZ,7164,2018
22.7,Hydroelectric,34.7956,-92.3569,AR,7166,2018
1.3,Hydroelectric,55.116879000000004,-131.545879,AK,7168,2018
0.5,Other,62.9617,-141.9372,AK,7169,2018
1.5,Natural Gas,71.292,-156.7786,AK,7173,2018
0.4,Other,66.566287,-145.253052,AK,7174,2018
6.5,Hydroelectric,34.168264,-114.27735600000001,AZ,7179,2018
0.5,Other,61.580678000000006,-159.535643,AK,7182,2018
0.3,Other,59.89905400000001,-154.698735,AK,7183,2018
0.4,Hydroelectric,59.89905400000001,-154.698735,AK,7183,2018
3.5,Hydroelectric,40.597617,-122.538683,CA,7189,2018
46.6,Hydroelectric,42.526786,-114.03688899999999,ID,7190,2018
2.2,Hydroelectric,33.989153,-83.498448,GA,7191,2018
4.0,Hydroelectric,30.7975,-94.1756,TX,7200,2018
95.4,Natural Gas,43.7353,-88.496667,WI,7203,2018
417.3,Coal,33.3644,-81.03,SC,7210,2018
92.1,Natural Gas,37.498222999999996,-77.368544,VA,7212,2018
424.0,Coal,36.869,-78.704,VA,7213,2018
6.1,Hydroelectric,39.814904999999996,-122.33233500000001,CA,7229,2018
32.3,Natural Gas,37.400999999999996,-121.96866999999999,CA,7231,2018
3.9,Natural Gas,37.364297,-121.94423799999998,CA,7232,2018
26.6,Hydroelectric,38.973655,-104.901141,CO,7233,2018
119.7,Natural Gas,43.60347,-96.6356,SD,7237,2018
42.0,Natural Gas,28.2764,-81.533,FL,7238,2018
133.4,Other,27.7286,-81.9897,FL,7242,2018
192.9,Coal,27.7286,-81.9897,FL,7242,2018
175.8,Natural Gas,27.7286,-81.9897,FL,7242,2018
34.2,Hydroelectric,33.986501000000004,-91.315788,AR,7246,2018
67.5,Other,44.901666999999996,-97.108333,SD,7247,2018
2.8,Other,58.3875,-134.6446,AK,7250,2018
1.0,Hydroelectric,46.7844,-122.7197,WA,7259,2018
1.0,Other,20.79,-156.9342,HI,7264,2018
37.7,Natural Gas,37.652602,-121.020397,CA,7266,2018
39.1,Natural Gas,42.7553,-86.0853,MI,7268,2018
95.4,Natural Gas,42.6658,-88.0131,WI,7270,2018
109.6,Natural Gas,35.4317,-81.0347,NC,7277,2018
1.3,Hydroelectric,40.153328,-83.126719,OH,7279,2018
19.6,Natural Gas,38.830833,-94.89027800000001,KS,7281,2018
3.4,Natural Gas,36.024271999999996,-90.509229,AR,7283,2018
0.3,Other,36.024271999999996,-90.509229,AR,7283,2018
112.8,Natural Gas,39.451,-75.0578,NJ,7288,2018
61.5,Natural Gas,28.4263,-81.5809,FL,7294,2018
123.0,Natural Gas,37.0659,-94.61399999999999,MO,7296,2018
173.4,Natural Gas,27.788215,-81.86998299999999,FL,7302,2018
18.0,Natural Gas,40.507292,-122.423281,CA,7307,2018
108.0,Natural Gas,40.8158,-73.064,NY,7314,2018
49.5,Natural Gas,37.5744,-120.985,CA,7315,2018
6.0,Hydroelectric,44.508169,-109.17066100000001,WY,7317,2018
45.1,Natural Gas,39.145036,-75.548172,DE,7318,2018
88.2,Natural Gas,29.694838,-95.040622,TX,7325,2018
41.4,Natural Gas,39.839572,-84.965682,IN,7335,2018
41.4,Natural Gas,40.0529,-85.7389,IN,7336,2018
4.6,Other,43.7089,-73.0631,VT,7337,2018
22.0,Hydroelectric,39.889287,-121.279173,CA,7338,2018
20.0,Natural Gas,37.2678,-97.3497,KS,7339,2018
695.9,Coal,42.3006,-96.3617,IA,7343,2018
54.2,Natural Gas,29.640278000000002,-82.348611,FL,7345,2018
91.9,Natural Gas,32.5792,-83.5822,GA,7348,2018
185.7,Natural Gas,45.847998,-119.67392,OR,7350,2018
63.0,Hydroelectric,59.77862,-150.94015,AK,7367,2018
55.0,Other,38.751999999999995,-122.7195,CA,7368,2018
55.0,Other,38.7492,-122.7117,CA,7369,2018
1.2,Hydroelectric,37.57522,-108.57400200000001,CO,7372,2018
11.4,Hydroelectric,37.429538,-108.574871,CO,7373,2018
199.0,Natural Gas,27.641666999999998,-81.9625,FL,7380,2018
6.0,Wind,42.8625,-72.9628,VT,7381,2018
7.0,Other,36.7597,-90.3903,MO,7392,2018
6.7,Natural Gas,36.7597,-90.3903,MO,7392,2018
4.4,Natural Gas,37.941987,-101.24991999999999,KS,7393,2018
0.5,Hydroelectric,29.497165999999996,-97.45515999999999,TX,7394,2018
2.7,Other,42.1483,-72.5911,MA,7396,2018
2.0,Natural Gas,39.9389,-77.6583,PA,7397,2018
5.7,Natural Gas,43.582846,-83.89669599999999,MI,7398,2018
7.7,Natural Gas,43.595101,-83.89986,MI,7399,2018
1.0,Other,39.4236,-92.8028,MO,7400,2018
3.0,Other,39.694755,-92.047014,MO,7405,2018
1.6,Other,39.694784000000006,-92.04674,MO,7406,2018
2.6,Natural Gas,40.06084,-111.73023,UT,7408,2018
0.8,Other,43.962109999999996,-122.99736100000001,OR,7413,2018
0.6,Other,55.68586,-132.52892,AK,7414,2018
1.2,Other,43.674186,-95.1706,MN,7415,2018
138.6,Natural Gas,39.8233,-89.5891,IL,7425,2018
35.0,Hydroelectric,46.4661,-122.1097,WA,7427,2018
1.2,Other,36.028611,-76.57194399999999,NC,7429,2018
6.5,Hydroelectric,45.614375,-121.136885,OR,7431,2018
1.7,Other,37.2758,-97.1636,KS,7432,2018
6.0,Other,33.9986,-118.2219,CA,7436,2018
0.8,Other,64.74417,-156.8736,AK,7437,2018
1.1,Other,38.752347,-77.462918,VA,7438,2018
1.5,Other,38.74054,-77.508061,VA,7439,2018
8.0,Natural Gas,37.6356,-98.745,KS,7447,2018
50.0,Natural Gas,38.088138,-121.386944,CA,7449,2018
27.4,Natural Gas,37.7886,-122.2889,CA,7450,2018
27.4,Natural Gas,38.146571,-121.300541,CA,7451,2018
27.4,Natural Gas,38.810677,-121.323807,CA,7452,2018
83.2,Natural Gas,47.80427,-116.86731200000001,ID,7456,2018
5.0,Hydroelectric,39.363056,-106.82194399999999,CO,7458,2018
0.5,Other,57.499166,-134.58614,AK,7462,2018
1.0,Other,58.106432,-135.43074,AK,7463,2018
0.5,Other,56.962982999999994,-133.922557,AK,7464,2018
2.0,Other,41.829754,-97.456275,NE,7469,2018
1.0,Other,39.716944,-92.945833,MO,7470,2018
1.1,Hydroelectric,41.787115,-89.677526,IL,7474,2018
7.0,Other,33.5452,-80.9109,SC,7479,2018
4.8,Natural Gas,33.436637,-80.847389,SC,7480,2018
0.9,Other,40.327952,-98.450252,NE,7481,2018
0.9,Other,70.4826,-157.4252,AK,7482,2018
0.9,Other,70.125617,-143.619033,AK,7483,2018
0.9,Other,70.22056500000001,-150.993492,AK,7484,2018
0.6,Natural Gas,70.22056500000001,-150.993492,AK,7484,2018
1.0,Other,68.348424,-166.737211,AK,7485,2018
0.6,Other,69.740833,-163.005833,AK,7486,2018
0.3,Other,68.13795,-151.741017,AK,7487,2018
0.4,Other,70.642877,-160.020461,AK,7488,2018
1.0,Hydroelectric,39.197222,-123.185556,CA,7489,2018
0.3,Other,55.061682999999995,-162.3103,AK,7493,2018
0.8,Hydroelectric,55.061682999999995,-162.3103,AK,7493,2018
0.6,Other,43.271944,-82.613889,MI,7497,2018
3.0,Wind,42.4789,-71.9,MA,7501,2018
5.2,Other,53.892458999999995,-166.538185,AK,7502,2018
1.1,Other,53.86399300000001,-166.512591,AK,7503,2018
90.0,Coal,44.2856,-105.3833,WY,7504,2018
40.0,Natural Gas,44.2856,-105.3833,WY,7504,2018
2.0,Other,46.280657,-96.070449,MN,7505,2018
2.0,Hydroelectric,39.53,-121.09583300000001,CA,7507,2018
12.0,Hydroelectric,45.081111,-121.88661100000002,OR,7508,2018
10.0,Hydroelectric,45.940034000000004,-119.29907800000001,WA,7511,2018
187.5,Natural Gas,29.257046000000003,-98.384045,TX,7512,2018
37.5,Other,46.77285,-67.84849,ME,7513,2018
115.6,Natural Gas,38.38932,-97.61108,KS,7515,2018
13.2,Wind,38.116415,-121.76903100000001,CA,7526,2018
54.0,Natural Gas,38.445681,-121.462387,CA,7527,2018
195.2,Natural Gas,35.375789000000005,-78.098052,NC,7538,2018
4.5,Hydroelectric,44.512699,-109.129878,WY,7541,2018
37.0,Hydroelectric,36.6994,-96.9278,OK,7545,2018
1.5,Hydroelectric,41.297228999999994,-111.588849,UT,7548,2018
49.8,Natural Gas,38.530943,-121.40012800000001,CA,7551,2018
118.7,Natural Gas,38.510999999999996,-121.4735,CA,7552,2018
4.5,Natural Gas,40.6661,-95.86833299999999,NE,7555,2018
4.5,Other,40.6661,-95.86833299999999,NE,7555,2018
1.7,Other,40.4535,-88.9605,IL,7556,2018
1.0,Hydroelectric,44.3083,-75.3083,NY,7583,2018
1.5,Other,41.694673,-94.367571,IA,7584,2018
47.5,Hydroelectric,47.9084,-121.8144,WA,7588,2018
8.0,Hydroelectric,36.592775,-106.73213,NM,7593,2018
21.0,Hydroelectric,39.1192,-81.7375,WV,7594,2018
1.8,Other,40.4411,-83.1883,OH,7603,2018
253.3,Natural Gas,36.5852,-90.1779,MO,7604,2018
248.0,Natural Gas,45.6497,-122.7256,WA,7605,2018
5.0,Hydroelectric,38.513056,-122.104444,CA,7646,2018
0.7,Hydroelectric,41.237206,-84.39975600000001,OH,7657,2018
3.0,Other,40.153128,-74.76914599999999,PA,7690,2018
49.2,Natural Gas,33.853542,-117.85628600000001,CA,7693,2018
82.6,Natural Gas,31.2504,-88.0156,AL,7697,2018
82.2,Natural Gas,32.310226,-86.52542,AL,7698,2018
195.2,Natural Gas,27.746369,-81.849446,FL,7699,2018
30.0,Other,40.1405,-74.7506,PA,7701,2018
91.9,Natural Gas,34.042266999999995,-83.39772099999999,GA,7709,2018
203.1,Natural Gas,32.6078,-85.0975,AL,7710,2018
4.7,Natural Gas,30.59208,-87.135391,FL,7715,2018
1.8,Other,32.550779999999996,-88.60669,MS,7719,2018
229.0,Natural Gas,30.525445,-88.128477,AL,7721,2018
1269.9,Nuclear,35.6021,-84.7895,TN,7722,2018
2.5,Other,57.731607999999994,-152.507044,AK,7723,2018
0.8,Other,44.6969,-123.2234,OR,7725,2018
99.2,Other,32.9,-79.9667,SC,7737,2018
121.2,Natural Gas,36.868206,-89.840173,MO,7749,2018
4.0,Hydroelectric,59.5357,-135.2123,AK,7751,2018
4.5,Hydroelectric,55.476471999999994,-133.14772,AK,7752,2018
157.8,Natural Gas,40.2877,-94.7913,MO,7754,2018
176.0,Natural Gas,36.222058000000004,-95.277064,OK,7757,2018
85.0,Natural Gas,39.902556,-86.24405,IN,7759,2018
47.0,Natural Gas,40.106125,-87.653818,IL,7760,2018
60.5,Natural Gas,39.9528,-85.5039,IN,7763,2018
185.4,Natural Gas,33.8119,-83.6953,GA,7764,2018
2.5,Other,37.574166999999996,-95.237222,KS,7766,2018
1.7,Other,37.041996999999995,-113.62673600000001,UT,7767,2018
49.8,Natural Gas,31.3869,-84.08,GA,7768,2018
4.2,Natural Gas,41.9084,-89.0466,IL,7770,2018
1.5,Wind,42.825790000000005,-99.777467,NE,7771,2018
1.8,Other,41.556714,-81.588233,OH,7774,2018
1.8,Other,40.2247,-84.4769,OH,7775,2018
1.8,Other,41.4079,-84.1095,OH,7776,2018
1.8,Other,40.5416,-81.4985,OH,7777,2018
1.8,Other,40.86,-81.7586,OH,7778,2018
1.8,Other,41.4609,-84.527,OH,7779,2018
1.8,Other,40.4597,-84.0401,OH,7780,2018
1.8,Other,39.9867,-84.5513,OH,7781,2018
32.0,Natural Gas,39.3528,-84.5183,OH,7782,2018
32.0,Natural Gas,41.3884,-83.6402,OH,7783,2018
42.0,Natural Gas,42.5027,-78.0686,NY,7784,2018
6.3,Hydroelectric,36.239886,-106.42304299999999,NM,7789,2018
499.5,Coal,40.0864,-109.2844,UT,7790,2018
1.8,Other,41.5855,-84.5794,OH,7791,2018
24.5,Natural Gas,44.085437,-87.726102,WI,7795,2018
12.0,Other,38.7443,-77.4974,VA,7797,2018
1.8,Other,38.725278,-77.509722,VA,7798,2018
83.0,Natural Gas,45.0869,-87.6892,WI,7799,2018
199.4,Natural Gas,34.8392,-79.7406,NC,7805,2018
1.1,Hydroelectric,39.4128,-84.5558,OH,7807,2018
0.1,Hydroelectric,42.7019,-89.8697,WI,7810,2018
2.2,Other,42.7019,-89.8697,WI,7810,2018
121.0,Natural Gas,33.9486,-85.2769,GA,7813,2018
2.9,Other,34.5567,-81.4919,SC,7814,2018
30.0,Natural Gas,39.569771,-90.43602,IL,7818,2018
8.0,Hydroelectric,45.7881,-88.0408,MI,7820,2018
2.2,Hydroelectric,45.7883,-88.0415,MI,7821,2018
2.4,Hydroelectric,44.274582,-88.319074,WI,7822,2018
24.9,Natural Gas,32.9553,-115.5364,CA,7824,2018
24.9,Other,32.9553,-115.5364,CA,7824,2018
154.8,Natural Gas,33.6094,-93.7924,AR,7825,2018
199.4,Natural Gas,35.7314,-80.6019,NC,7826,2018
1.8,Other,40.8969,-82.6625,OH,7827,2018
1.8,Other,40.908889,-82.65333299999999,OH,7828,2018
121.0,Natural Gas,32.9842,-83.8464,GA,7829,2018
1.2,Other,45.7291,-85.5244,MI,7831,2018
2.1,Other,45.801549,-120.167176,WA,7832,2018
165.0,Natural Gas,34.347734,-82.774478,SC,7834,2018
198.9,Natural Gas,39.71901,-76.15975999999999,MD,7835,2018
171.1,Natural Gas,38.5283,-77.7681,VA,7836,2018
84.5,Natural Gas,38.1181,-78.2139,VA,7837,2018
178.5,Natural Gas,38.5442,-77.7714,VA,7838,2018
178.5,Natural Gas,38.0722,-77.5133,VA,7839,2018
5.3,Other,61.0839,-146.2529,AK,7841,2018
71.0,Natural Gas,39.103333,-88.85898,IL,7842,2018
167.5,Natural Gas,43.799446,-92.682874,MN,7843,2018
49.0,Natural Gas,44.795231,-93.581013,MN,7844,2018
173.4,Natural Gas,35.6578,-89.3964,TN,7845,2018
185.0,Natural Gas,30.320556,-81.947222,FL,7846,2018
1.8,Other,41.871043,-94.680777,IA,7847,2018
107.1,Natural Gas,38.7538,-93.9983,MO,7848,2018
2.0,Other,41.315962,-93.060973,IA,7849,2018
2.0,Other,40.77069,-95.37683,IA,7850,2018
2.0,Other,42.506156,-92.34558,IA,7851,2018
2.0,Other,42.021667,-95.363333,IA,7853,2018
1.8,Other,41.780735,-89.68941600000001,IL,7854,2018
0.7,Wind,46.895,-96.7347,MN,7855,2018
1.8,Other,41.3164,-94.455,IA,7856,2018
1.8,Other,41.496111,-94.32722199999999,IA,7857,2018
64.5,Natural Gas,37.2175,-88.8661,IL,7858,2018
1.8,Other,39.69755,-92.05345600000001,MO,7860,2018
3.0,Hydroelectric,60.588685999999996,-145.604539,AK,7862,2018
35.5,Natural Gas,44.902814,-91.568096,WI,7863,2018
1.8,Other,42.4942,-91.2725,IA,7865,2018
14.4,Hydroelectric,47.5445,-121.8414,WA,7867,2018
16.0,Other,40.8275,-73.6478,NY,7869,2018
53.0,Natural Gas,40.8275,-73.6478,NY,7869,2018
39.4,Natural Gas,48.746,-122.486,WA,7870,2018
198.0,Natural Gas,40.9297,-84.7392,OH,7872,2018
189.9,Natural Gas,27.9072,-82.4231,FL,7873,2018
1.8,Other,41.449992,-84.767208,OH,7874,2018
1.0,Other,41.163069,-82.22720799999999,OH,7878,2018
2.0,Other,36.5748,-83.0321,TN,7883,2018
1.5,Other,45.938611,-96.835833,ND,7884,2018
11.0,Wind,44.6694,-87.6333,WI,7886,2018
28.2,Natural Gas,40.909653000000006,-96.613086,NE,7887,2018
1.8,Other,40.909653000000006,-96.613086,NE,7887,2018
185.0,Natural Gas,32.381352,-86.574366,AL,7897,2018
1.1,Other,40.499364,-84.309201,OH,7898,2018
198.0,Natural Gas,30.2098,-97.6129,TX,7900,2018
0.7,Wind,43.6575,-88.4381,WI,7901,2018
721.0,Coal,32.4607,-94.4852,TX,7902,2018
58.9,Natural Gas,37.248431,-93.170839,MO,7903,2018
55.0,Hydroelectric,36.8326,-119.32700000000001,CA,7907,2018
47.0,Natural Gas,40.7537,-73.9508,NY,7909,2018
47.0,Natural Gas,40.6631,-74.0,NY,7910,2018
9.5,Hydroelectric,35.44072,-118.796498,CA,7911,2018
47.0,Natural Gas,40.787062,-73.293412,NY,7912,2018
47.0,Natural Gas,40.799,-73.9094,NY,7913,2018
47.0,Natural Gas,40.7991,-73.9156,NY,7914,2018
47.0,Natural Gas,40.7171,-73.9664,NY,7915,2018
121.0,Natural Gas,32.5892,-84.6917,GA,7916,2018
176.0,Natural Gas,33.4072,-85.0386,GA,7917,2018
1.8,Other,40.7303,-82.7939,OH,7918,2018
1.8,Other,41.0317,-81.8714,OH,7919,2018
2.0,Other,42.1925,-92.4747,IA,7920,2018
2.0,Other,42.07,-90.66,IA,7921,2018
1.0,Other,34.363389,-86.223889,AL,7924,2018
89.3,Natural Gas,43.798439,-94.841451,MN,7925,2018
2.0,Other,43.798439,-94.841451,MN,7925,2018
1.8,Other,42.7114,-91.5469,IA,7926,2018
0.6,Wind,36.120994,-84.33873299999999,TN,7927,2018
102.0,Natural Gas,38.532161,-94.902633,KS,7928,2018
102.0,Natural Gas,38.7875,-94.9861,KS,7929,2018
7.5,Natural Gas,38.899722,-98.839444,KS,7930,2018
170.0,Natural Gas,45.848039,-119.673965,OR,7931,2018
