Nameplate,Technology,Latitude,Longitude,State,Plant_ID,Year
204.0,Wind,34.635659999999994,-104.04733,NM,56097,2018
2.0,Other,47.396944,-97.06055500000001,ND,56098,2018
61.5,Wind,46.327169,-98.898356,ND,56099,2018
2.2,Other,43.9742,-92.0597,MN,56100,2018
172.0,Natural Gas,39.82144,-111.89345,UT,56102,2018
210.0,Natural Gas,44.1988,-94.00299999999999,MN,56104,2018
30.0,Wind,41.2736,-103.6983,NE,56106,2018
50.4,Natural Gas,30.2554,-92.0433,LA,56108,2018
160.0,Wind,32.94793,-101.147784,TX,56111,2018
22.4,Wind,33.9141,-116.5914,CA,56112,2018
1.4,Other,29.4289,-98.3433,TX,56113,2018
1.8,Other,38.7417,-89.6847,IL,56114,2018
1.8,Other,38.6658,-88.4625,IL,56116,2018
1.8,Other,38.6693,-88.4635,IL,56117,2018
1.8,Other,38.6714,-88.4894,IL,56118,2018
6.0,Other,40.4903,-74.3156,NJ,56119,2018
1.9,Other,34.181042,-80.267777,SC,56120,2018
1.6,Other,34.5739,-82.4621,SC,56121,2018
5.7,Other,34.102996000000005,-80.790494,SC,56122,2018
11.5,Wind,43.6383,-96.391944,MN,56123,2018
1.0,Hydroelectric,34.2253,-119.0858,CA,56125,2018
1.8,Other,39.7503,-92.5,MO,56126,2018
10.0,Natural Gas,39.748975,-92.384476,MO,56127,2018
1.8,Other,39.761389,-92.453333,MO,56128,2018
2.9,Other,34.8894,-81.0725,SC,56129,2018
2.9,Other,34.65724,-83.03832,SC,56131,2018
2.9,Other,34.44128,-82.3652,SC,56132,2018
1.0,Other,37.9369,-121.3294,CA,56134,2018
60.5,Natural Gas,37.7315,-121.116,CA,56135,2018
2.0,Other,41.6014,-93.5765,IA,56138,2018
4.5,Other,29.7336,-91.4431,LA,56139,2018
60.5,Other,40.6097,-73.7622,NY,56141,2018
85.5,Wind,44.011,-96.0446,MN,56142,2018
50.0,Natural Gas,33.9636,-117.4528,CA,56143,2018
10.0,Natural Gas,33.9308,-117.2933,CA,56144,2018
1.3,Other,55.489180000000005,-133.1345,AK,56146,2018
1.0,Other,55.540707999999995,-133.102344,AK,56147,2018
2.0,Other,44.368056,-100.380833,SD,56148,2018
281.9,Natural Gas,32.3478,-81.1817,GA,56150,2018
117.0,Natural Gas,38.6803,-94.4824,MO,56151,2018
180.0,Natural Gas,28.988761,-95.39541700000001,TX,56152,2018
12.0,Wind,43.983462,-96.011809,MN,56153,2018
76.3,Wind,41.7194,-89.0492,IL,56160,2018
59.4,Wind,42.4489,-99.8917,NE,56162,2018
82.0,Coal,40.7119,-112.1225,UT,56163,2018
6.4,Natural Gas,40.7119,-112.1225,UT,56163,2018
31.8,Other,40.7119,-112.1225,UT,56163,2018
212.5,Natural Gas,44.3356,-93.29055600000001,MN,56164,2018
173.4,Natural Gas,43.751826,-87.878056,WI,56166,2018
43.5,Wind,43.3897,-95.2997,IA,56172,2018
162.0,Wind,37.7033,-102.6231,CO,56173,2018
51.0,Wind,44.0667,-96.0667,MN,56174,2018
65.0,Natural Gas,40.0614,-111.7294,UT,56177,2018
2.0,Other,41.5092,-83.3606,OH,56181,2018
2.0,Other,36.060514000000005,-91.919802,AR,56182,2018
2.9,Natural Gas,40.1501,-122.2124,CA,56184,2018
3.1,Natural Gas,37.1073,-120.2485,CA,56185,2018
50.0,Natural Gas,40.736610999999996,-73.388424,NY,56188,2018
23.2,Other,41.0372,-73.5564,CT,56189,2018
3.8,Natural Gas,43.590456,-84.779,MI,56190,2018
36.0,Other,46.153954999999996,-123.40658,OR,56192,2018
3.5,Other,42.355517,-122.904642,OR,56193,2018
2.2,Other,42.4622,-92.6264,IA,56194,2018
41.0,Wind,45.943000000000005,-118.59100000000001,OR,56195,2018
188.0,Natural Gas,40.7889,-73.9069,NY,56196,2018
2.0,Wind,43.9897,-96.2236,MN,56199,2018
2.0,Wind,43.9931,-96.2186,MN,56200,2018
2.0,Wind,43.984444,-96.219444,MN,56201,2018
2.0,Wind,43.980278000000006,-96.223333,MN,56202,2018
2.0,Wind,43.988611,-96.215556,MN,56203,2018
2.0,Wind,44.0364,-96.0736,MN,56204,2018
2.0,Wind,44.0236,-96.0789,MN,56205,2018
2.0,Wind,44.0197,-96.1183,MN,56206,2018
2.0,Wind,43.651389,-95.368611,MN,56207,2018
2.0,Wind,43.651389,-95.3825,MN,56208,2018
2.0,Wind,44.05,-96.0933,MN,56209,2018
2.0,Wind,43.651389,-95.3755,MN,56210,2018
37.5,Wind,32.3606,-100.3389,TX,56211,2018
98.8,Wind,32.3472,-100.3703,TX,56212,2018
1.2,Wind,43.4,-95.6333,IA,56215,2018
10.9,Natural Gas,46.158402,-123.40596000000001,OR,56223,2018
242.0,Coal,40.7461,-116.5297,NV,56224,2018
3.0,Wind,36.4725,-101.3278,TX,56225,2018
1.8,Wind,41.3786,-83.7383,OH,56226,2018
312.0,Natural Gas,46.178940000000004,-123.17203899999998,OR,56227,2018
2.1,Solar,34.6584,-112.4008,AZ,56228,2018
9.0,Natural Gas,32.229921999999995,-110.952797,AZ,56229,2018
0.8,Other,33.7036,-84.1494,GA,56231,2018
53.0,Natural Gas,32.8769,-117.166389,CA,56232,2018
60.5,Natural Gas,32.747058,-100.954661,TX,56233,2018
196.2,Natural Gas,40.8142,-72.9403,NY,56234,2018
203.0,Natural Gas,40.331666999999996,-111.754167,UT,56237,2018
93.5,Natural Gas,45.3735,-98.09868900000001,SD,56238,2018
60.5,Natural Gas,36.6697,-119.7404,CA,56239,2018
120.6,Wind,32.311556,-100.061589,TX,56240,2018
173.4,Natural Gas,44.536688,-92.91552800000001,MN,56241,2018
2.0,Other,46.64974,-97.00953,ND,56242,2018
1.7,Other,45.220717,-96.616781,SD,56244,2018
1.0,Other,45.585,-95.9042,MN,56245,2018
2.0,Other,44.8283,-93.1167,MN,56247,2018
40.0,Natural Gas,30.187508,-90.983963,LA,56248,2018
57.3,Natural Gas,34.968651,-79.921738,NC,56249,2018
0.8,Other,42.8586,-77.0872,NY,56250,2018
160.5,Wind,42.5539,-95.3283,IA,56251,2018
150.0,Wind,42.5644,-93.6369,IA,56252,2018
40.0,Natural Gas,37.112092,-113.516581,UT,56253,2018
149.4,Wind,46.4211,-117.8331,WA,56255,2018
39.1,Other,21.996451,-159.375803,HI,56258,2018
179.0,Natural Gas,42.625239,-73.75002099999999,NY,56259,2018
1.8,Other,35.9861,-79.9497,NC,56260,2018
1.8,Other,35.7736,-80.2594,NC,56261,2018
1.8,Other,35.28914,-81.205219,NC,56262,2018
1.8,Other,35.407208000000004,-80.151849,NC,56263,2018
2.0,Hydroelectric,55.56333299999999,-132.89111100000002,AK,56265,2018
1.1,Other,43.3358,-88.4097,WI,56266,2018
1.8,Other,44.0587,-92.5119,MN,56269,2018
114.0,Wind,32.303889,-100.02166700000001,TX,56270,2018
18.0,Wind,37.763653000000005,-121.614392,CA,56271,2018
106.5,Wind,35.5094,-98.7346,OK,56273,2018
1.5,Other,45.221111,-96.637222,SD,56274,2018
2.4,Wind,35.0925,-118.3952,CA,56275,2018
1.6,Wind,35.0772,-118.3811,CA,56276,2018
0.8,Other,38.8608,-84.6556,KY,56277,2018
0.8,Other,38.396737,-82.808819,KY,56278,2018
0.8,Other,37.035,-84.0933,KY,56279,2018
0.8,Other,37.7258,-85.7258,KY,56280,2018
50.4,Natural Gas,30.1694,-91.9923,LA,56283,2018
5.5,Other,35.040833,-120.63666699999999,CA,56284,2018
2.0,Other,37.2875,-80.0771,VA,56288,2018
1.8,Other,37.2794,-80.0447,VA,56289,2018
137.0,Wind,43.7853,-75.5753,NY,56290,2018
213.0,Wind,32.214024,-100.05712,TX,56291,2018
57.3,Natural Gas,34.842310999999995,-79.736087,NC,56292,2018
60.0,Wind,34.980556,-103.353889,NM,56293,2018
11.2,Other,40.637553999999994,-74.22121899999999,NJ,56294,2018
50.0,Wind,32.705556,-116.3425,CA,56295,2018
100.5,Wind,43.7938,-94.8499,MN,56296,2018
53.0,Wind,41.25,-89.5708,IL,56297,2018
42.0,Natural Gas,38.7928,-121.3811,CA,56298,2018
24.0,Wind,41.235278,-75.753056,PA,56299,2018
7.5,Wind,39.382222,-74.4475,NJ,56300,2018
64.5,Wind,43.4195,-111.8294,ID,56301,2018
59.0,Wind,35.06094,-118.292406,CA,56302,2018
150.0,Wind,37.5797,-96.5503,KS,56303,2018
120.0,Wind,33.9716,-103.8604,NM,56304,2018
14.0,Wind,43.554778000000006,-92.72413900000001,MN,56307,2018
10.5,Wind,42.858056,-114.949444,ID,56308,2018
7.8,Natural Gas,38.6359,-90.1809,MO,56309,2018
1.2,Other,38.6359,-90.1809,MO,56309,2018
135.0,Wind,32.290833,-100.4219,TX,56311,2018
48.0,Other,41.8805,-110.0904,WY,56312,2018
0.5,Hydroelectric,37.5035,-79.3006,VA,56313,2018
18.0,Other,42.099416999999995,-113.38245,ID,56317,2018
95.0,Coal,44.2919,-105.3811,WY,56319,2018
60.0,Wind,40.983000000000004,-102.9647,CO,56320,2018
15.0,Other,39.390843,-119.754593,NV,56321,2018
228.6,Wind,47.036269,-120.20649399999999,WA,56322,2018
0.5,Solar,47.036269,-120.20649399999999,WA,56322,2018
1.6,Other,42.803325,-73.726741,NY,56324,2018
23.1,Other,64.028056,-145.71944399999998,AK,56325,2018
170.0,Natural Gas,32.974554,-102.743607,TX,56326,2018
0.8,Other,38.734218,-84.405901,KY,56327,2018
86.5,Natural Gas,36.1855,-94.2841,AR,56328,2018
113.0,Other,21.3025,-158.101667,HI,56329,2018
40.0,Hydroelectric,38.21921,-80.89061,WV,56333,2018
151.0,Wind,34.8661,-98.6056,OK,56335,2018
90.0,Wind,34.8147,-105.0108,NM,56336,2018
241.0,Wind,32.3122,-100.5303,TX,56337,2018
198.0,Wind,40.4792,-88.7989,IL,56338,2018
1.8,Other,35.3636,-80.1939,NC,56339,2018
1.8,Other,35.3778,-81.38,NC,56340,2018
1.8,Other,35.477415,-81.262259,NC,56341,2018
1.8,Other,35.5772,-81.2081,NC,56342,2018
1.8,Other,34.973273999999996,-80.540038,NC,56343,2018
1.8,Other,35.729,-81.748075,NC,56344,2018
1.8,Other,35.0767,-80.8816,NC,56345,2018
1.2,Natural Gas,34.2506,-116.9025,CA,56346,2018
67.7,Wind,43.692646999999994,-88.32974200000001,WI,56347,2018
2.0,Other,36.7106,-99.8906,OK,56348,2018
90.6,Natural Gas,31.8414,-102.315,TX,56349,2018
90.0,Natural Gas,29.2878,-96.0683,TX,56350,2018
100.5,Wind,37.8641,-99.7528,KS,56351,2018
199.7,Wind,42.630513,-93.206389,IA,56355,2018
41.0,Natural Gas,33.8912,-117.6085,CA,56356,2018
18.0,Wind,47.1167,-100.7333,ND,56357,2018
3.0,Other,34.093006,-109.289979,AZ,56358,2018
75.0,Wind,45.571000000000005,-120.59299999999999,OR,56359,2018
100.5,Wind,45.652457,-120.209783,OR,56360,2018
199.0,Wind,45.8877,-120.2896,WA,56361,2018
150.0,Wind,38.12,-121.85,CA,56362,2018
1.8,Other,36.6308,-79.3894,VA,56363,2018
1.8,Other,36.6533,-79.2906,VA,56364,2018
1.8,Other,36.6114,-79.4631,VA,56365,2018
1.8,Other,38.28,-77.59,VA,56367,2018
1.8,Other,38.760695,-77.62089,VA,56368,2018
34.5,Wind,39.85,-79.138,PA,56369,2018
221.0,Wind,40.8944,-104.0206,CO,56371,2018
80.5,Wind,32.236944,-100.4833,TX,56372,2018
4.6,Natural Gas,30.304994,-97.707675,TX,56374,2018
1.5,Other,30.304994,-97.707675,TX,56374,2018
1.7,Wind,39.6189,-90.8461,IL,56376,2018
135.0,Wind,46.5725,-109.7531,MT,56377,2018
21.0,Wind,18.9742,-155.6914,HI,56378,2018
99.0,Wind,42.1169,-95.1292,IA,56379,2018
120.0,Wind,36.637733000000004,-99.601869,OK,56380,2018
80.0,Wind,43.3608,-93.2978,IA,56383,2018
29.7,Wind,43.3597,-93.3208,IA,56386,2018
145.2,Wind,43.8794,-88.2708,WI,56391,2018
50.6,Wind,47.152846999999994,-101.197716,ND,56392,2018
124.2,Wind,32.039,-101.22,TX,56394,2018
200.0,Wind,32.6256,-99.4928,TX,56395,2018
44.0,Natural Gas,41.2025,-76.068333,PA,56397,2018
24.0,Wind,43.233000000000004,-72.1455,NH,56399,2018
219.6,Natural Gas,27.383889,-80.3775,FL,56400,2018
3.2,Other,37.3811,-93.3514,MO,56404,2018
75.7,Solar,35.799797999999996,-114.98173,NV,56405,2018
28.0,Other,48.4481,-122.4331,WA,56406,2018
298.0,Natural Gas,26.6986,-80.3747,FL,56407,2018
8.4,Wind,41.3017,-89.6236,IL,56408,2018
1.7,Wind,44.0256,-96.4303,MN,56409,2018
1.7,Wind,44.0247,-96.4369,MN,56410,2018
1.7,Wind,44.015,-96.4367,MN,56411,2018
1.7,Wind,44.0211,-96.4406,MN,56412,2018
1.7,Wind,44.0208,-96.4331,MN,56413,2018
1.7,Wind,44.502778,-95.175,MN,56414,2018
1.0,Wind,43.575,-94.446667,MN,56415,2018
69.0,Wind,43.7092,-82.9633,MI,56416,2018
1.1,Other,41.38109,-87.63754200000001,IL,56419,2018
1.4,Other,39.9294,-83.012,OH,56420,2018
2.0,Other,39.961419,-83.049072,OH,56421,2018
1.3,Other,39.95,-83.015833,OH,56422,2018
2.0,Other,39.952366999999995,-83.014425,OH,56423,2018
98.9,Wind,43.61407,-92.59881999999999,MN,56424,2018
2.1,Other,42.162647,-72.53670100000001,MA,56426,2018
1.0,Other,42.7083,-89.0208,WI,56427,2018
1.0,Other,36.9178,-121.8156,CA,56428,2018
1.0,Other,38.5992,-75.4342,DE,56429,2018
1.0,Other,39.0339,-75.7233,DE,56430,2018
161.0,Wind,35.291944,-102.30305600000001,TX,56432,2018
135.0,Wind,35.248006,-118.17535600000001,CA,56433,2018
21.3,Wind,42.490341,-113.92660500000001,ID,56434,2018
12.0,Wind,42.436803999999995,-113.92553600000001,ID,56435,2018
19.5,Wind,42.460629,-114.017297,ID,56437,2018
13.5,Wind,42.840556,-114.989722,ID,56439,2018
10.5,Wind,42.7975,-114.99861100000001,ID,56440,2018
21.0,Wind,42.681944,-114.989167,ID,56441,2018
12.0,Wind,42.870278000000006,-114.96777800000001,ID,56442,2018
10.5,Wind,42.836853999999995,-114.969342,ID,56443,2018
210.0,Natural Gas,40.092192,-104.887844,CO,56445,2018
38.0,Wind,37.805,-121.6672,CA,56446,2018
10.6,Wind,20.257251999999998,-155.850382,HI,56447,2018
42.0,Wind,46.54422,-67.8111,ME,56448,2018
30.0,Wind,20.81421,-156.55100000000002,HI,56449,2018
80.0,Wind,41.643611,-89.173056,IL,56450,2018
80.0,Wind,40.383889,-78.579444,PA,56451,2018
720.0,Coal,35.6644,-89.9489,AR,56456,2018
84.0,Wind,32.92544,-101.219397,TX,56457,2018
7.2,Natural Gas,32.728333,-103.309444,NM,56458,2018
150.0,Wind,44.2667,-96.3444,MN,56459,2018
75.0,Wind,37.6735,-102.8622,CO,56460,2018
1.6,Other,42.3844,-122.7718,OR,56461,2018
5.9,Natural Gas,41.8911,-88.2711,IL,56462,2018
0.8,Other,40.721322,-86.34214399999999,IN,56463,2018
0.8,Other,40.379703000000006,-85.088192,IN,56464,2018
0.8,Other,40.885556,-86.704444,IN,56465,2018
140.4,Wind,46.3747,-117.7772,WA,56466,2018
200.0,Natural Gas,37.63466,-122.13381000000001,CA,56467,2018
221.0,Wind,45.5836,-120.5042,OR,56468,2018
13.4,Other,41.435556,-122.376944,CA,56469,2018
26.0,Wind,40.855,-76.1292,PA,56470,2018
49.8,Natural Gas,34.205556,-119.246944,CA,56471,2018
49.8,Natural Gas,34.0903,-117.5343,CA,56472,2018
10.0,Other,34.0903,-117.5343,CA,56472,2018
49.8,Natural Gas,34.0053,-117.5604,CA,56473,2018
49.8,Natural Gas,33.8073,-117.9832,CA,56474,2018
49.8,Natural Gas,33.9296,-118.1046,CA,56475,2018
10.0,Other,33.9296,-118.1046,CA,56475,2018
203.2,Natural Gas,38.0175,-121.7587,CA,56476,2018
13.3,Natural Gas,39.251076,-91.64007099999999,MO,56478,2018
90.0,Wind,31.991442,-101.302637,TX,56479,2018
60.4,Natural Gas,44.634722,-90.13444399999999,WI,56480,2018
1.0,Solar,37.690304,-105.880501,CO,56481,2018
60.5,Natural Gas,35.0361,-114.1594,AZ,56482,2018
200.0,Wind,32.5144,-99.6564,TX,56483,2018
232.5,Wind,32.318221,-100.176986,TX,56484,2018
125.4,Wind,45.653745,-120.60341399999999,OR,56485,2018
204.0,Wind,45.815467,-120.34188300000001,WA,56487,2018
100.8,Wind,38.879936,-98.160159,KS,56488,2018
22.0,Natural Gas,35.9714,-94.0014,AR,56489,2018
1.6,Other,38.7486,-77.4908,VA,56491,2018
27.0,Wind,36.127092,-84.34416800000001,TN,56493,2018
100.6,Wind,43.6861,-92.6272,MN,56494,2018
164.0,Wind,39.2175,-79.2094,WV,56495,2018
1.6,Other,45.7769,-108.4911,MT,56496,2018
8.4,Natural Gas,38.9303,-99.3617,KS,56497,2018
1.7,Hydroelectric,43.460012,-116.47254,ID,56498,2018
7.5,Hydroelectric,48.318000000000005,-111.1018,MT,56499,2018
8.4,Natural Gas,39.5603,-119.5108,NV,56500,2018
1.0,Solar,39.5603,-119.5108,NV,56500,2018
123.0,Wind,42.5842,-94.7467,IA,56501,2018
54.0,Natural Gas,38.445883,-96.065247,KS,56502,2018
2.0,Natural Gas,42.8333,-86.0053,MI,56503,2018
1.0,Natural Gas,42.8129,-86.0335,MI,56504,2018
24.5,Natural Gas,35.848561,-90.72537700000001,AR,56505,2018
130.5,Wind,32.7204,-100.9952,TX,56506,2018
15.2,Natural Gas,40.7931,-111.9038,UT,56509,2018
1.6,Other,39.9589,-76.4442,PA,56510,2018
0.9,Other,39.9894,-75.04,NJ,56511,2018
1.6,Other,40.3664,-76.4931,PA,56512,2018
1.6,Natural Gas,40.0975,-75.2428,PA,56513,2018
8.4,Natural Gas,39.8586,-105.2256,CO,56516,2018
2.0,Other,42.730290999999994,-94.664394,IA,56517,2018
4.1,Natural Gas,29.6383,-82.34,FL,56518,2018
1.3,Other,37.2894,-80.07,VA,56519,2018
0.8,Other,43.089999,-88.739677,WI,56520,2018
0.8,Other,43.3864,-93.5589,IA,56521,2018
0.8,Other,30.928333000000002,-85.42611099999999,FL,56522,2018
0.8,Other,34.8332,-92.157103,AR,56523,2018
1.6,Other,30.3344,-97.6217,TX,56524,2018
0.8,Other,45.4533,-91.3583,WI,56525,2018
0.8,Other,42.5831,-78.4864,NY,56526,2018
1.6,Other,42.535393,-71.848058,MA,56527,2018
1.6,Other,32.5397,-96.6653,TX,56528,2018
0.8,Other,39.5678,-89.3683,IL,56529,2018
0.8,Other,39.6522,-104.7161,CO,56530,2018
0.8,Other,37.076352,-76.444373,VA,56531,2018
181.5,Natural Gas,39.3661,-122.27,CA,56532,2018
50.4,Wind,40.4535,-95.4683,MO,56536,2018
50.4,Wind,40.2572,-94.6722,MO,56537,2018
5.0,Wind,40.4144,-95.54,MO,56538,2018
13.5,Other,39.373189,-119.76450700000001,NV,56540,2018
15.0,Other,39.388721999999994,-119.74890800000001,NV,56541,2018
3.0,Hydroelectric,59.4072,-135.3408,AK,56542,2018
10.4,Wind,43.9358,-95.9222,MN,56543,2018
15.6,Wind,43.9578,-95.1306,MN,56544,2018
2.0,Other,34.6875,-82.9525,SC,56545,2018
2.2,Other,35.483274,-80.856916,NC,56546,2018
1.0,Other,35.3619,-81.8344,NC,56547,2018
2.2,Other,35.7481,-81.6072,NC,56548,2018
2.2,Other,35.7811,-81.3928,NC,56549,2018
2.2,Other,35.383221999999996,-80.832879,NC,56550,2018
2.2,Other,35.541982,-80.612301,NC,56551,2018
2.2,Other,35.7972,-80.8542,NC,56552,2018
1.3,Other,35.7766,-81.6643,NC,56553,2018
0.8,Other,40.7461,-112.0339,UT,56554,2018
56.7,Wind,40.1006,-94.4869,MO,56555,2018
60.0,Natural Gas,37.03385,-88.61586199999999,KY,56556,2018
79.8,Wind,36.4144,-101.3864,TX,56560,2018
10.0,Wind,36.4453,-101.8761,TX,56561,2018
10.0,Wind,36.4669,-101.8222,TX,56562,2018
199.5,Wind,40.986000000000004,-103.436,CO,56563,2018
609.0,Coal,33.649722,-93.811944,AR,56564,2018
184.0,Natural Gas,32.51947,-93.760125,LA,56565,2018
4.9,Solar,36.260278,-115.0544,NV,56568,2018
60.5,Natural Gas,33.238842,-115.504456,CA,56569,2018
7.4,Wind,35.1161,-118.3789,CA,56570,2018
1.0,Other,39.389728000000005,-76.39200600000001,MD,56571,2018
5.5,Other,40.621582000000004,-75.310236,PA,56572,2018
20.0,Wind,42.8167,-78.8675,NY,56575,2018
1.3,Wind,44.1508,-96.1361,MN,56577,2018
1.3,Wind,44.290556,-96.43333299999999,MN,56578,2018
1.3,Wind,44.2851,-96.4257,MN,56579,2018
1.3,Wind,43.6558,-94.1536,MN,56580,2018
1.3,Wind,43.6558,-94.1564,MN,56581,2018
1.3,Wind,44.3144,-96.3317,MN,56582,2018
1.3,Wind,44.287778,-96.43333299999999,MN,56583,2018
1.3,Wind,44.314721999999996,-96.32583299999999,MN,56584,2018
1.3,Wind,44.2851,-96.43325,MN,56585,2018
1.3,Wind,43.5811,-95.78,MN,56586,2018
1.3,Wind,43.5833,-95.7781,MN,56587,2018
1.3,Wind,43.586110999999995,-95.776111,MN,56588,2018
1.3,Wind,43.581111,-95.77583299999999,MN,56589,2018
1.3,Wind,43.586110999999995,-95.78027800000001,MN,56590,2018
9.0,Wind,47.4983,-111.4392,MT,56591,2018
126.5,Wind,32.3983,-100.6481,TX,56592,2018
209.0,Wind,32.4694,-100.6664,TX,56593,2018
34.5,Wind,42.9086,-75.5697,NY,56594,2018
1.3,Wind,44.3197,-96.3317,MN,56595,2018
116.0,Coal,44.2919,-105.3806,WY,56596,2018
2.0,Other,37.7814,-90.4156,MO,56597,2018
2.0,Other,37.7881,-90.4336,MO,56598,2018
2.0,Other,37.7694,-90.4258,MO,56599,2018
2.0,Other,37.7608,-90.4526,MO,56600,2018
63.0,Wind,32.739294,-100.738949,TX,56602,2018
85.0,Natural Gas,30.4193,-95.0118,TX,56603,2018
86.5,Natural Gas,30.3038,-94.2526,TX,56604,2018
118.5,Wind,48.63,-98.315,ND,56605,2018
91.0,Natural Gas,48.21,-104.391667,MT,56606,2018
115.5,Wind,47.933621,-101.269189,ND,56607,2018
150.0,Wind,43.886389,-98.7875,SD,56608,2018
483.7,Coal,44.388889,-105.46083300000001,WY,56609,2018
154.0,Natural Gas,44.290833,-96.526667,SD,56610,2018
1008.0,Coal,31.474378,-96.957149,TX,56611,2018
201.0,Wind,40.941,-103.259,CO,56613,2018
4.6,Hydroelectric,32.93695,-117.11366899999999,CA,56615,2018
27.2,Other,34.503158,-110.334953,AZ,56616,2018
205.5,Wind,43.852778,-96.018333,MN,56617,2018
100.5,Wind,44.8914,-74.0061,NY,56618,2018
100.5,Wind,42.5367,-78.3047,NY,56620,2018
94.5,Wind,36.640278,-99.500556,OK,56621,2018
72.0,Wind,41.2294,-89.5572,IL,56622,2018
100.7,Wind,45.085221000000004,-117.816273,OR,56623,2018
4.0,Wind,43.6183,-95.4253,MN,56624,2018
4.0,Wind,43.6292,-95.4169,MN,56625,2018
4.0,Wind,43.6181,-95.4172,MN,56626,2018
4.0,Wind,43.6247,-95.4314,MN,56627,2018
4.0,Wind,43.5958,-95.3833,MN,56628,2018
96.0,Natural Gas,41.5444,-73.0417,CT,56629,2018
25.0,Wind,47.5747,-92.5917,MN,56630,2018
37.5,Wind,42.5456,-77.4967,NY,56633,2018
87.5,Wind,42.45,-77.52,NY,56634,2018
52.8,Wind,43.83,-83.2064,MI,56635,2018
21.0,Wind,43.0272,-115.4656,ID,56636,2018
21.0,Wind,43.0536,-115.4803,ID,56637,2018
170.2,Wind,32.2878,-100.1,TX,56638,2018
69.9,Natural Gas,36.654114,-120.579727,CA,56639,2018
150.0,Wind,41.090583,-89.639811,IL,56640,2018
37.0,Other,44.942889,-93.096559,MN,56643,2018
120.0,Wind,32.2353,-101.8367,TX,56644,2018
100.0,Wind,43.4303,-95.4167,IA,56645,2018
2.0,Wind,43.917,-95.954,MN,56646,2018
54.0,Wind,43.400278,-88.481111,WI,56647,2018
79.5,Wind,35.3919,-101.53,TX,56648,2018
101.2,Wind,32.4081,-100.1286,TX,56649,2018
51.0,Wind,44.0025,-98.59083299999999,SD,56650,2018
70.0,Wind,40.4381,-78.5436,PA,56651,2018
101.2,Wind,40.8981,-121.8036,CA,56654,2018
90.0,Wind,43.663056,-82.746944,MI,56659,2018
283.2,Wind,27.0011,-97.5994,TX,56661,2018
132.0,Wind,35.529778,-99.814456,OK,56665,2018
94.0,Wind,45.781825,-120.521151,WA,56666,2018
0.1,Solar,20.7667,-156.9233,HI,56667,2018
28.0,Natural Gas,39.0,-77.0939,MD,56668,2018
180.0,Wind,45.959325,-98.946325,ND,56669,2018
11.9,Wind,48.083625,-100.9215,ND,56670,2018
807.5,Coal,39.707893,-79.958974,WV,56671,2018
59.8,Wind,34.105,-101.0986,TX,56673,2018
60.5,Natural Gas,30.0381,-96.9875,TX,56674,2018
75.0,Wind,43.0003,-92.62,IA,56677,2018
130.5,Wind,40.695,-87.4886,IN,56679,2018
0.3,Other,38.3847,-75.6344,MD,56680,2018
0.3,Other,37.3097,-78.0589,VA,56681,2018
0.3,Other,36.7639,-77.8108,VA,56682,2018
0.3,Other,37.438889,-77.12861099999999,VA,56683,2018
0.3,Other,37.3517,-77.4969,VA,56684,2018
0.3,Other,37.6711,-76.76,VA,56686,2018
0.3,Other,39.8014,-77.7883,PA,56687,2018
0.3,Other,35.1681,-77.2267,NC,56688,2018
0.3,Other,40.5553,-76.3886,PA,56690,2018
0.3,Other,37.7036,-77.6639,VA,56692,2018
0.3,Other,36.7858,-76.2019,VA,56693,2018
6.1,Hydroelectric,46.7392,-119.1122,WA,56694,2018
46.0,Hydroelectric,47.5025,-119.2917,WA,56695,2018
2.2,Hydroelectric,46.378381,-119.254522,WA,56696,2018
2.3,Hydroelectric,46.378469,-119.254443,WA,56697,2018
26.8,Hydroelectric,47.6164,-119.2992,WA,56698,2018
29.4,Wind,40.0853,-78.8633,PA,56699,2018
37.8,Wind,39.8794,-78.9183,PA,56700,2018
2.0,Natural Gas,40.959257,-74.015107,NJ,56701,2018
4.0,Other,40.959257,-74.015107,NJ,56701,2018
136.3,Wind,45.8797,-120.8072,WA,56702,2018
1.0,Hydroelectric,43.618629999999996,-75.358577,NY,56703,2018
2.0,Hydroelectric,43.612619,-75.339072,NY,56704,2018
0.5,Hydroelectric,43.614218,-75.332705,NY,56705,2018
12.5,Other,37.106668,-120.248504,CA,56706,2018
12.5,Other,37.1867,-120.4903,CA,56707,2018
155.0,Natural Gas,28.650278000000004,-96.539722,TX,56708,2018
2.1,Wind,43.6256,-95.3725,MN,56709,2018
2.1,Wind,43.6256,-95.3672,MN,56710,2018
2.1,Wind,43.6256,-95.3619,MN,56711,2018
2.1,Wind,43.6256,-95.3567,MN,56712,2018
50.0,Wind,44.057778000000006,-95.2525,MN,56750,2018
18.9,Wind,40.071389,-111.582222,UT,56751,2018
61.0,Wind,41.288056,-110.480741,WY,56752,2018
80.0,Wind,41.263889,-110.544444,WY,56753,2018
80.0,Wind,31.951944,-100.791389,TX,56754,2018
20.0,Wind,43.8953,-94.9142,MN,56755,2018
149.5,Wind,31.951958,-101.018936,TX,56763,2018
20.0,Wind,43.315,-93.77,IA,56764,2018
28.0,Wind,43.393,-93.09100000000001,IA,56765,2018
146.0,Wind,40.575,-95.5228,MO,56767,2018
5.0,Solar,36.7575,-120.3658,CA,56768,2018
102.0,Wind,40.8411,-76.1547,PA,56770,2018
