Plant_ID,Nameplate,Technology,Latitude,Longitude,State,Year
10381,44.1,Coal,35.0217,-77.8583,NC,2001
10382,34.7,Coal,34.59,-78.9968,NC,2001
10384,67.5,Coal,36.037318,-77.753345,NC,2001
10401,23.8,Coal,19.860001,-155.1062169,HI,2001
10417,6.0,Coal,42.156898,-72.524153,MA,2001
10430,11.0,Coal,38.597755,-90.21067099999999,MO,2001
10464,55.5,Coal,44.03647,-75.77204,NY,2001
10474,67.5,Coal,41.6578879,-87.4371134,IN,2001
10476,3.1,Coal,44.48873,-89.57282099999999,WI,2001
10495,102.0,Coal,44.5513,-70.5414,ME,2001
10504,1.5,Coal,42.5328,-114.4328,ID,2001
10515,1.7,Coal,36.8053,-76.2833,VA,2001
10566,285.0,Coal,39.693494,-75.485811,NJ,2001
10603,57.6,Coal,40.455,-78.7472,PA,2001
10626,7.5,Coal,35.4994967,-80.623132,NC,2001
10628,4.0,Coal,42.1222652,-80.0792838,PA,2001
10640,60.0,Coal,37.9119,-121.2611,CA,2001
10671,175.0,Coal,35.1931,-94.6458,OK,2001
10672,292.0,Coal,30.4225,-81.6064,FL,2001
10673,203.0,Coal,21.303419,-158.106528,HI,2001
10675,213.9,Coal,41.2607,-72.055,CT,2001
10676,35.0,Coal,40.657218,-80.35392900000001,PA,2001
10678,229.0,Coal,39.595171,-78.745333,MD,2001
10684,27.5,Coal,35.765,-117.3833,CA,2001
10729,25.0,Coal,35.082107,-90.134776,TN,2001
10743,68.9,Coal,39.6397,-79.96055600000001,WV,2001
10768,38.2,Coal,35.7415,-119.0512,CA,2001
10769,38.2,Coal,35.547452,-119.07536,CA,2001
10771,71.1,Coal,37.297834,-77.28298199999999,VA,2001
10773,71.1,Coal,37.118674,-79.273551,VA,2001
10774,71.1,Coal,36.6525,-76.9953,VA,2001
10778,50.0,Coal,40.2954586,-111.73560090000001,UT,2001
10784,41.5,Coal,45.9752,-106.6547,MT,2001
10792,7.5,Coal,35.2588448,-77.5817167,NC,2001
10793,10.0,Coal,38.6311,-75.6261,DE,2001
10795,5.5,Coal,34.2338,-80.6558,SC,2001
10796,3.0,Coal,38.0649761,-78.88165699999999,VA,2001
10797,3.0,Coal,36.2574941,-86.64777480000001,TN,2001
10849,50.0,Coal,47.286573,-91.260531,MN,2001
10855,20.0,Coal,41.1386,-92.6467,IA,2001
10860,7.5,Coal,41.8206,-90.2097,IA,2001
10861,7.9,Coal,41.624438,-93.584515,IA,2001
10862,7.9,Coal,40.866463,-96.614486,NE,2001
10863,6.1,Coal,44.187065999999994,-93.99242,MN,2001
10864,31.0,Coal,41.9221,-91.6875,IA,2001
10865,31.0,Coal,39.870074,-88.89075600000001,IL,2001
10866,1.5,Coal,40.677188,-89.604911,IL,2001
10867,62.0,Coal,39.84919,-88.931944,IL,2001
50012,40.0,Coal,38.1366,-81.279,WV,2001
50039,57.5,Coal,40.873399,-75.993494,PA,2001
50041,2.5,Coal,42.309554999999996,-71.80521800000001,MA,2001
50044,5.0,Coal,40.0017666,-83.016856,OH,2001
50083,2.0,Coal,46.731922499999996,-117.15421210000001,WA,2001
50088,7.5,Coal,42.513608000000005,-92.459122,IA,2001
50130,60.0,Coal,40.667318,-80.34619599999999,PA,2001
50146,2.7,Coal,32.143989000000005,-81.14655,GA,2001
50189,7.5,Coal,35.8628,-76.7831,NC,2001
50202,56.0,Coal,43.0804,-79.0082,NY,2001
50221,40.3,Coal,36.24805870000001,-80.35820009999999,NC,2001
50240,30.8,Coal,40.4172,-86.9122,IN,2001
50244,7.5,Coal,35.535,-82.8411,NC,2001
50246,8.1,Coal,44.041225,-75.67904399999999,NY,2001
50247,6.0,Coal,39.4094,-84.5619,OH,2001
50252,20.4,Coal,45.617996000000005,-94.200786,MN,2001
50254,22.5,Coal,36.4769,-77.6414,NC,2001
50264,6.2,Coal,37.3148783,-89.52804379999999,MO,2001
50275,6.0,Coal,37.3389,-77.2806,VA,2001
50284,7.5,Coal,40.679853,-78.233464,PA,2001
50305,12.0,Coal,45.069928999999995,-83.408182,MI,2001
50308,5.0,Coal,64.825601,-147.648627,AK,2001
50316,2.0,Coal,40.846525,-84.93326400000001,IN,2001
50358,5.0,Coal,42.144802,-80.026944,PA,2001
50366,3.0,Coal,41.7094,-86.2367,IN,2001
50368,1.8,Coal,42.4428,-76.4764,NY,2001
50392,2.5,Coal,64.67141,-147.075988,AK,2001
50397,6.0,Coal,39.870934999999996,-76.868117,PA,2001
50398,71.2,Coal,32.100353999999996,-81.124248,GA,2001
50438,3.5,Coal,43.2162054,-86.304137,MI,2001
50456,12.5,Coal,39.175,-84.5042,OH,2001
50460,21.9,Coal,42.6109408,-72.5561722,MA,2001
50476,5.0,Coal,45.4431,-89.7342,WI,2001
50481,6.0,Coal,36.5219,-82.5431,TN,2001
50491,7.5,Coal,39.7475,-80.8547,WV,2001
50557,12.0,Coal,34.606757200000004,-117.3360244,CA,2001
50636,0.6,Coal,46.3758,-94.1817,MN,2001
50651,90.6,Coal,43.0653,-76.2086,NY,2001
50711,1.5,Coal,64.854171,-147.822075,AK,2001
50776,94.0,Coal,40.8556,-75.8781,PA,2001
50805,27.2,Coal,34.50495,-110.335504,AZ,2001
50806,79.1,Coal,34.1497,-79.5606,SC,2001
50812,15.6,Coal,46.867053799999994,-89.3296951,MI,2001
50835,70.0,Coal,44.217299,-86.28905,MI,2001
50879,48.0,Coal,40.782377000000004,-76.17618399999999,PA,2001
50888,134.0,Coal,40.6917,-75.4792,PA,2001
50903,7.4,Coal,40.4439,-86.86,IN,2001
50919,2.0,Coal,37.4002542,-79.1246881,VA,2001
50933,4.0,Coal,45.6394,-89.4205,WI,2001
50951,58.1,Coal,39.5472,-110.3917,UT,2001
50954,3.0,Coal,36.59498129999999,-79.4117277,VA,2001
50956,19.0,Coal,35.2964,-84.7569,TN,2001
50969,6.2,Coal,38.9461,-92.3328,MO,2001
50974,94.7,Coal,41.2691,-79.8134,PA,2001
50976,391.0,Coal,27.0389,-80.5125,FL,2001
51000,20.0,Coal,40.1290225,-87.6255589,IL,2001
52007,69.9,Coal,36.6,-78.53,VA,2001
52017,1.5,Coal,45.0975,-87.5958,MI,2001
52048,6.5,Coal,36.145896,-86.803833,TN,2001
52071,121.0,Coal,30.567086,-97.0652342,TX,2001
52072,6.0,Coal,37.180440999999995,-80.542767,VA,2001
52089,6.0,Coal,37.3439,-80.765,VA,2001
52152,5.0,Coal,36.6803,-76.9128,VA,2001
52178,1.0,Coal,35.69236779999999,-80.4382153,NC,2001
54004,45.0,Coal,32.5036,-82.8443,GA,2001
54035,182.3,Coal,36.4364,-77.6167,NC,2001
54081,67.5,Coal,37.4556,-77.4308,VA,2001
54089,5.0,Coal,41.126416,-77.452888,PA,2001
54098,6.0,Coal,44.2826,-88.2534,WI,2001
54144,36.2,Coal,41.1764,-79.4414,PA,2001
54201,13.2,Coal,42.0275,-93.6394,IA,2001
54210,13.3,Coal,47.437562,-97.06311,ND,2001
54211,3.0,Coal,46.9026,-96.76111999999999,MN,2001
54212,3.5,Coal,47.76468,-96.633375,MN,2001
54213,6.0,Coal,48.593158,-97.17608,ND,2001
54214,5.0,Coal,47.927202,-97.007153,MN,2001
54216,5.0,Coal,33.328107,-86.356825,AL,2001
54235,3.0,Coal,40.9692,-81.7736,OH,2001
54238,50.0,Coal,37.943633,-121.33043300000001,CA,2001
54243,1.5,Coal,32.813815999999996,-83.55654190000001,GA,2001
54276,28.0,Coal,35.9069,-79.0617,NC,2001
54304,258.3,Coal,38.2667,-77.3147,VA,2001
54318,15.0,Coal,41.5933,-109.7542,WY,2001
54331,2.5,Coal,40.001940999999995,-75.7019849,PA,2001
54335,1.5,Coal,40.9692,-81.7756,OH,2001
54358,27.0,Coal,33.328259,-81.953078,GA,2001
54406,1.5,Coal,43.078511999999996,-89.377261,WI,2001
54407,1.0,Coal,43.6233,-88.7297,WI,2001
54408,9.7,Coal,43.07,-89.4006,WI,2001
54414,3.5,Coal,42.5734,-90.6926,IA,2001
54428,4.0,Coal,30.7349576,-81.5447406,GA,2001
54533,7.5,Coal,44.796405,-95.179787,MN,2001
54556,22.5,Coal,41.7775,-87.8233,IL,2001
54612,12.0,Coal,43.8762836,-116.99052179999998,OR,2001
54618,7.5,Coal,36.033761,-80.227404,NC,2001
54626,62.0,Coal,35.576322999999995,-119.00624499999999,CA,2001
54634,117.0,Coal,40.8222,-76.1736,PA,2001
54690,2.2,Coal,43.6058,-116.5753,ID,2001
54755,57.8,Coal,36.4364,-77.6167,NC,2001
54775,3.0,Coal,41.6572,-91.54,IA,2001
54780,7.5,Coal,40.105169000000004,-88.241528,IL,2001
54857,2.5,Coal,45.7725,-87.9936,WI,2001
54867,6.2,Coal,46.4094,-86.6443,MI,2001
54923,1.0,Coal,39.3261804,-82.1068082,OH,2001
54965,2.0,Coal,42.8183,-82.4856,MI,2001
54972,2.0,Coal,32.5357124,-94.3975705,TX,2001
55245,6.0,Coal,39.798175,-88.34977099999999,IL,2001
55638,2.0,Coal,48.908944,-97.886521,ND,2001
667,297.5,Coal,30.4172,-81.5525,FL,2002
1175,11.5,Coal,41.3981,-92.9144,IA,2002
1393,614.6,Coal,30.2844,-93.2911,LA,2002
1552,190.4,Coal,39.323603999999996,-76.36511899999999,MD,2002
10030,18.0,Coal,39.149549,-75.547335,DE,2002
10151,95.7,Coal,39.561831,-80.163138,WV,2002
10208,54.0,Coal,45.8044,-87.0891,MI,2002
10343,46.0,Coal,40.811189,-76.452951,PA,2002
10641,98.0,Coal,40.474167,-78.7014,PA,2002
50611,36.0,Coal,40.6191,-76.45,PA,2002
55076,513.7,Coal,33.3761,-89.2183,MS,2002
3099,69.0,Coal,40.4519933,-80.01576329999999,PA,2003
50282,35.0,Coal,39.4736,-79.0569,MD,2003
50410,67.0,Coal,39.843742999999996,-75.358801,PA,2003
55479,88.0,Coal,44.2858,-105.3833,WY,2003
56163,50.0,Coal,40.7119,-112.1225,UT,2003
1122,33.0,Coal,42.0258,-93.6089,IA,2004
2062,12.6,Coal,33.517315,-90.209661,MS,2004
50151,6.0,Coal,38.3688,-81.6786,WV,2004
50407,12.5,Coal,30.736487,-88.051643,AL,2004
50620,5.7,Coal,45.9356,-90.4472,WI,2004
55975,585.0,Coal,40.414237899999996,-79.0200291,PA,2004
55858,43.0,Coal,40.8079175,-112.7332517,UT,2005
56037,6.5,Coal,44.189036,-88.468492,WI,2005
54224,6.5,Coal,44.020576,-92.465599,MN,2006
54992,0.2,Coal,42.451692,-71.089354,MA,2006
55749,115.7,Coal,45.7578,-107.6,MT,2006
56612,16.0,Coal,47.5955023,-115.3373865,MT,2006
508,25.0,Coal,38.0921,-102.6148,CO,2007
56785,6.3,Coal,37.2319,-80.4211,VA,2007
50395,6.0,Coal,44.3142,-89.8964,WI,2008
56224,242.0,Coal,40.7461,-116.5297,NV,2008
56319,95.0,Coal,44.2919,-105.3811,WY,2008
56848,67.0,Coal,38.596657,-82.828642,OH,2008
6180,916.8,Coal,31.1803,-96.4866,TX,2010
50900,10.5,Coal,37.799721999999996,-79.9947,VA,2010
56068,701.3,Coal,42.8492,-87.8336,WI,2010
56456,720.0,Coal,35.6644,-89.9489,AR,2010
56596,116.2,Coal,44.2919,-105.3806,WY,2010
57046,71.4,Coal,41.416441999999996,-97.286328,NE,2010
56609,390.0,Coal,44.388889,-105.46083300000001,WY,2011
56671,807.5,Coal,39.707893,-79.958974,WV,2011
57907,15.0,Coal,34.059722,-117.34527800000001,CA,2011
57914,2.0,Coal,47.717222,-104.13555600000001,MT,2011
57915,3.5,Coal,41.621666999999995,-109.811944,WY,2011
57916,8.9,Coal,32.911111,-115.568056,CA,2011
57917,6.3,Coal,38.380833,-81.7725,WV,2011
57918,0.7,Coal,39.716667,-90.237222,IL,2011
57919,10.0,Coal,34.385278,-80.067778,SC,2011
57926,1.2,Coal,39.7941,-84.0805,OH,2011
57928,3.5,Coal,37.711944,-89.215,IL,2011
57929,1.3,Coal,39.137935,-84.504948,OH,2011
57932,3.0,Coal,38.82,-90.818056,MO,2011
57936,6.0,Coal,31.592827000000003,-84.089527,GA,2011
57937,5.0,Coal,41.85887,-103.63438000000001,NE,2011
57940,7.5,Coal,39.519989,-84.406153,OH,2011
57944,6.2,Coal,38.586849,-77.173135,MD,2011
57949,1.5,Coal,43.741111,-83.447222,MI,2011
57950,1.3,Coal,43.266389000000004,-82.619167,MI,2011
57967,2.0,Coal,42.0469,-104.1863,WY,2011
2265,108.8,Coal,40.5589,-96.7847,NE,2012
58059,13.8,Coal,39.454722,-84.476667,OH,2012
55856,883.0,Coal,38.279167,-89.666944,IL,2012
56564,609.0,Coal,33.649722,-93.811944,AR,2012
56808,668.0,Coal,36.916389,-82.33805500000001,VA,2012
58050,5.5,Coal,36.518889,-79.715278,NC,2012
58063,5.5,Coal,37.910278000000005,-87.92611099999999,IN,2012
58066,8.0,Coal,44.213333,-86.28666700000001,MI,2012
58081,3.0,Coal,40.254166999999995,-103.791111,CO,2012
58194,2.5,Coal,40.792778000000006,-77.864722,PA,2012
58205,5.0,Coal,39.111944,-94.58111099999999,MO,2012
58222,5.0,Coal,42.988611,-82.436667,MI,2012
56611,1008.0,Coal,31.474378,-96.957149,TX,2013
58923,0.5,Coal,37.953889000000004,-91.77444399999999,MO,2013
56786,106.2,Coal,46.926423,-98.499713,ND,2014
62319,1.5,Coal,45.765346,-108.499232,MT,2018
