Nameplate,Technology,Latitude,Longitude,State,Plant_ID
33.5,Natural Gas,28.6917,-96.5417,TX,10554
66.3,Natural Gas,28.6917,-96.5417,TX,10554
55,Natural Gas,28.6917,-96.5417,TX,10554
82.5,Natural Gas,28.6917,-96.5417,TX,10554
82.5,Natural Gas,28.6917,-96.5417,TX,10554
82.5,Natural Gas,28.6917,-96.5417,TX,10554
82.5,Natural Gas,28.6917,-96.5417,TX,10554
82.5,Natural Gas,28.6917,-96.5417,TX,10554
85.9,Natural Gas,28.6917,-96.5417,TX,10554
3.6,Hydroelectric,45.6603,-69.812168,ME,10555
7.5,Hydroelectric,42.652454,-71.322383,MA,10556
7.5,Hydroelectric,42.652454,-71.322383,MA,10556
7.9,Hydroelectric,42.652454,-71.322383,MA,10556
5,Other,31.6593,-81.8439,GA,10560
7.5,Other,31.6593,-81.8439,GA,10560
30,Other,31.6593,-81.8439,GA,10560
27,Other,31.6593,-81.8439,GA,10560
20,Other,30.6612,-81.473,FL,10562
22,Other,30.6612,-81.473,FL,10562
285,Coal,39.693494,-75.485811,NJ,10566
40,Natural Gas,41.9227,-72.6255,CT,10567
15,Natural Gas,41.9227,-72.6255,CT,10567
16,Natural Gas,41.9227,-72.6255,CT,10567
38.4,Natural Gas,29.964938,-93.891283,TX,10568
3,Hydroelectric,44.786648,-71.12433,NH,10570
59.6,Wind,35.075,-118.3158,CA,10586
12.1,Other,30.2012,-93.1269,LA,10593
29,Wind,35.0697,-118.3167,CA,10597
34,Other,33.77697,-118.22821,CA,10601
57.6,Coal,40.455,-78.7472,PA,10603
9.2,Other,31.175406,-81.521637,GA,10605
50,Other,31.175406,-81.521637,GA,10605
13,Other,31.175406,-81.521637,GA,10605
25,Other,33.1421,-91.975,AR,10606
30.6,Other,33.1421,-91.975,AR,10606
36,Other,33.1421,-91.975,AR,10606
2.2,Hydroelectric,44.4122,-71.7228,VT,10608
1,Hydroelectric,44.4122,-71.7228,VT,10608
0.8,Hydroelectric,44.4122,-71.7228,VT,10608
0.8,Hydroelectric,44.4122,-71.7228,VT,10608
49.3,Other,31.6285,-90.0809,MS,10610
32.2,Other,31.6285,-90.0809,MS,10610
47.8,Other,29.6807,-81.6809,FL,10611
32,Other,29.6807,-81.6809,FL,10611
67.7,Other,30.6547,-91.28,LA,10612
60,Other,30.6547,-91.28,LA,10612
3,Hydroelectric,45.1554,-67.4012,ME,10613
1.2,Hydroelectric,45.1554,-67.4012,ME,10613
3,Hydroelectric,45.1554,-67.4012,ME,10613
3.3,Hydroelectric,45.1554,-67.4012,ME,10613
0.8,Hydroelectric,45.1554,-67.4012,ME,10613
0.8,Hydroelectric,45.1554,-67.4012,ME,10613
0.8,Hydroelectric,45.1554,-67.4012,ME,10613
1.6,Hydroelectric,45.1554,-67.4012,ME,10613
2,Hydroelectric,45.1554,-67.4012,ME,10613
2,Hydroelectric,45.1554,-67.4012,ME,10613
23,Other,45.1554,-67.4012,ME,10613
26.8,Other,45.1554,-67.4012,ME,10613
65.5,Natural Gas,43.8861,-75.4342,NY,10617
42.3,Natural Gas,43.8861,-75.4342,NY,10617
40.9,Natural Gas,43.9842,-75.6225,NY,10620
22,Natural Gas,43.9842,-75.6225,NY,10620
65.5,Natural Gas,43.0664,-76.2144,NY,10621
37.2,Natural Gas,43.0664,-76.2144,NY,10621
22.1,Natural Gas,34.0564,-118.2436,CA,10623
12.4,Natural Gas,34.0564,-118.2436,CA,10623
40,Other,34.221213,-91.907365,AR,10627
20,Other,34.221213,-91.907365,AR,10627
25,Other,34.221213,-91.907365,AR,10627
60.2,Other,39.266041,-76.629653,MD,10629
4.3,Other,39.266041,-76.629653,MD,10629
45.5,Other,33.1779,-115.565,CA,10631
45.5,Other,33.1646,-115.616,CA,10632
101,Natural Gas,37.291667,-77.281111,VA,10633
101,Natural Gas,37.291667,-77.281111,VA,10633
101,Natural Gas,37.291667,-77.281111,VA,10633
96,Natural Gas,37.291667,-77.281111,VA,10633
45.5,Other,33.1777,-115.6033,CA,10634
98,Coal,40.474167,-78.7014,PA,10641
78.6,Other,40.7389,-73.5906,NY,10642
34.9,Other,40.7376,-74.1255,NJ,10643
34.9,Other,40.7376,-74.1255,NJ,10643
18.3,Other,41.475,-72.0688,CT,10646
1.8,Other,33.9056,-117.8439,CA,10648
1.8,Other,33.9056,-117.8439,CA,10648
1.8,Other,33.9056,-117.8439,CA,10648
46,Natural Gas,35.419181,-118.926643,CA,10649
46,Natural Gas,35.483736,-119.029856,CA,10650
31,Other,40.879719,-121.720342,CA,10652
0.3,Hydroelectric,41.8203,-86.2592,MI,10656
0.4,Hydroelectric,41.8203,-86.2592,MI,10656
0.4,Hydroelectric,41.8203,-86.2592,MI,10656
0.2,Hydroelectric,41.8203,-86.2592,MI,10656
12,Other,40.303422,-121.244431,CA,10661
175,Coal,35.1931,-94.6458,OK,10671
175,Coal,35.1931,-94.6458,OK,10671
203,Coal,21.303419,-158.106528,HI,10673
60,Natural Gas,34.3801,-118.4999,CA,10677
30,Natural Gas,34.3801,-118.4999,CA,10677
229,Coal,39.595171,-78.745333,MD,10678
23.8,Natural Gas,40.2415,-103.631,CO,10682
23.8,Natural Gas,40.2415,-103.631,CO,10682
37,Natural Gas,40.2415,-103.631,CO,10682
23.8,Natural Gas,40.2415,-103.631,CO,10682
23.8,Natural Gas,40.2415,-103.631,CO,10682
38,Natural Gas,40.2415,-103.631,CO,10682
37,Natural Gas,40.2415,-103.631,CO,10682
90,Natural Gas,40.2415,-103.631,CO,10682
7.5,Coal,35.765,-117.3833,CA,10684
27.5,Coal,35.765,-117.3833,CA,10684
27.5,Coal,35.765,-117.3833,CA,10684
20,Natural Gas,35.7075,-117.3956,CA,10685
12.5,Other,47.234825,-93.537169,MN,10686
14,Other,47.234825,-93.537169,MN,10686
1.9,Hydroelectric,47.234825,-93.537169,MN,10686
1.6,Hydroelectric,43.591246,-75.344207,NY,10687
2.2,Hydroelectric,43.591246,-75.344207,NY,10687
1.9,Hydroelectric,43.591246,-75.344207,NY,10687
85.3,Natural Gas,30.489722,-91.187222,LA,10690
39.7,Natural Gas,29.759124,-95.009648,TX,10692
39.7,Natural Gas,29.759124,-95.009648,TX,10692
39.7,Natural Gas,29.759124,-95.009648,TX,10692
98.9,Natural Gas,29.759124,-95.009648,TX,10692
163.8,Natural Gas,29.759124,-95.009648,TX,10692
1.9,Other,38.159,-75.704,MD,10693
1.9,Other,38.159,-75.704,MD,10693
1,Other,38.159,-75.704,MD,10693
1,Other,38.159,-75.704,MD,10693
0.8,Hydroelectric,42.668889,-71.575556,MA,10694
0.8,Hydroelectric,42.668889,-71.575556,MA,10694
0.6,Hydroelectric,42.668889,-71.575556,MA,10694
12.5,Other,30.7108,-91.3236,LA,10697
10,Natural Gas,42.306809,-85.578969,MI,10698
1.8,Natural Gas,42.306809,-85.578969,MI,10698
15.6,Other,32.2268,-88.0252,AL,10699
15.6,Other,32.2268,-88.0252,AL,10699
47.2,Other,32.2268,-88.0252,AL,10699
12.5,Other,44.918063,-68.63554,ME,10700
16,Other,44.918063,-68.63554,ME,10700
3,Hydroelectric,40.8579,-121.7225,CA,10706
5,Hydroelectric,40.8713,-121.9487,CA,10707
1.1,Hydroelectric,40.7576,-121.4145,CA,10708
1.1,Hydroelectric,40.4579,-121.8427,CA,10709
11.7,Wind,33.92194,-116.56222,CA,10718
1.7,Natural Gas,32.819675,-117.140548,CA,10720
2.1,Natural Gas,32.819675,-117.140548,CA,10720
95.2,Natural Gas,42.5744,-73.8592,NY,10725
12,Natural Gas,42.5744,-73.8592,NY,10725
95.2,Natural Gas,42.5744,-73.8592,NY,10725
95.2,Natural Gas,42.5744,-73.8592,NY,10725
148.4,Natural Gas,42.5744,-73.8592,NY,10725
90,Natural Gas,42.1575,-72.5225,MA,10726
90,Natural Gas,42.1575,-72.5225,MA,10726
80.9,Natural Gas,42.1575,-72.5225,MA,10726
1.5,Hydroelectric,44.0867,-70.2297,ME,10728
4.1,Hydroelectric,43.561001,-116.121269,ID,10735
1.2,Hydroelectric,42.50136,-120.98944,OR,10737
3,Other,40.488484,-84.3183,OH,10739
0.7,Other,40.488484,-84.3183,OH,10739
3,Hydroelectric,43.2547,-114.3569,ID,10740
3,Hydroelectric,43.2547,-114.3569,ID,10740
3,Hydroelectric,43.2547,-114.3569,ID,10740
68.9,Coal,39.6397,-79.960556,WV,10743
5.2,Other,43.5861,-84.2242,MI,10745
13.4,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
87.1,Natural Gas,43.5861,-84.2242,MI,10745
410,Natural Gas,43.5861,-84.2242,MI,10745
380,Natural Gas,43.5861,-84.2242,MI,10745
90,Other,39.8265,-75.3882,PA,10746
1.6,Other,36.7131,-121.7686,CA,10748
1,Other,36.7131,-121.7686,CA,10748
0.9,Other,36.7131,-121.7686,CA,10748
1.4,Other,36.7131,-121.7686,CA,10748
95.2,Natural Gas,39.9175,-75.1192,NJ,10751
77.7,Natural Gas,39.9175,-75.1192,NJ,10751
3.8,Hydroelectric,43.849029,-73.420701,NY,10752
5.2,Hydroelectric,43.843869,-73.431207,NY,10753
15,Natural Gas,39.5173,-107.7299,CO,10755
15,Natural Gas,39.5173,-107.7299,CO,10755
15,Natural Gas,39.5173,-107.7299,CO,10755
39,Natural Gas,39.5173,-107.7299,CO,10755
53.9,Other,33.158153,-115.638656,CA,10759
49.8,Natural Gas,36.2319,-115.1222,NV,10761
11.5,Natural Gas,36.2319,-115.1222,NV,10761
60.5,Natural Gas,36.2319,-115.1222,NV,10761
60.5,Natural Gas,36.2319,-115.1222,NV,10761
60.5,Natural Gas,36.2319,-115.1222,NV,10761
60.5,Natural Gas,36.2319,-115.1222,NV,10761
27.8,Natural Gas,36.2319,-115.1222,NV,10761
27.8,Natural Gas,36.2319,-115.1222,NV,10761
8,Other,32.7757,-115.2637,CA,10763
21.6,Other,32.7757,-115.2637,CA,10763
13.8,Other,40.8786,-123.9942,CA,10764
27.5,Other,44.6781,-67.5477,ME,10765
27.5,Other,45.2537,-68.62792,ME,10766
28,Other,36.688915,-119.723218,CA,10767
71.1,Other,37.297834,-77.282982,VA,10771
27.9,Other,38.8319,-121.313652,CA,10772
71.1,Other,37.118674,-79.273551,VA,10773
71.1,Other,36.6525,-76.9953,VA,10774
48.5,Natural Gas,34.1958,-119.1664,CA,10776
36.2,Other,40.368338,-120.264848,CA,10777
0.2,Hydroelectric,42.945664,-114.795698,ID,10781
0.3,Hydroelectric,42.945664,-114.795698,ID,10781
0.8,Hydroelectric,42.945664,-114.795698,ID,10781
46.1,Coal,45.9752,-106.6547,MT,10784
1,Hydroelectric,34.702021,-82.462102,SC,10787
89.9,Natural Gas,30.0552,-93.7579,TX,10789
6.2,Natural Gas,30.0552,-93.7579,TX,10789
180,Natural Gas,30.0552,-93.7579,TX,10789
180,Natural Gas,30.0552,-93.7579,TX,10789
145,Natural Gas,30.0552,-93.7579,TX,10789
102.4,Natural Gas,28.675088,-96.956014,TX,10790
5.5,Natural Gas,34.2338,-80.6558,SC,10795
5.5,Natural Gas,34.2338,-80.6558,SC,10795
19,Natural Gas,34.2338,-80.6558,SC,10795
2,Hydroelectric,36.715103,-80.985621,VA,10798
0.8,Hydroelectric,36.715103,-80.985621,VA,10798
0.2,Hydroelectric,36.715103,-80.985621,VA,10798
2.4,Hydroelectric,36.715103,-80.985621,VA,10798
2,Hydroelectric,34.642371,-82.45444,SC,10799
3.3,Hydroelectric,34.616522,-82.447913,SC,10800
3,Hydroelectric,34.404006,-82.233581,SC,10801
3.2,Hydroelectric,34.404006,-82.233581,SC,10801
26.9,Natural Gas,44.7258,-75.4417,NY,10803
22,Natural Gas,40.6781,-74.2744,NJ,10805
6.8,Natural Gas,40.6781,-74.2744,NJ,10805
2.3,Hydroelectric,42.622513,-114.50093,ID,10806
4.8,Hydroelectric,42.836046,-114.267952,ID,10807
2.8,Hydroelectric,42.47711,-114.380118,ID,10808
1.9,Hydroelectric,42.620724,-114.531489,ID,10809
0.5,Hydroelectric,43.583611,-75.339167,NY,10817
0.5,Hydroelectric,43.583611,-75.339167,NY,10817
23,Natural Gas,42.962672,-85.494071,MI,10819
10.1,Natural Gas,42.962672,-85.494071,MI,10819
38,Other,44.604921,-84.690578,MI,10822
26,Other,42.353333,-70.962778,MA,10823
26,Other,42.353333,-70.962778,MA,10823
1,Hydroelectric,42.353333,-70.962778,MA,10823
1,Hydroelectric,42.353333,-70.962778,MA,10823
0.1,Solar,42.353333,-70.962778,MA,10823
17.5,Other,42.353333,-70.962778,MA,10823
0.6,Wind,42.353333,-70.962778,MA,10823
0.6,Wind,42.353333,-70.962778,MA,10823
3.5,Hydroelectric,42.38697,-71.802462,MA,10824
1.6,Hydroelectric,42.40439,-71.687218,MA,10825
1.6,Hydroelectric,42.40439,-71.687218,MA,10825
28,Other,38.6905,-121.7371,CA,10836
28,Other,36.755896,-120.365422,CA,10837
20,Other,43.442871,-72.056,NH,10838
19.9,Other,44.358047,-71.5449,NH,10839
31.8,Other,35.7144,-119.2337,CA,10840
25.2,Other,35.7144,-119.2337,CA,10840
1.2,Hydroelectric,41.55998,-74.195154,NY,10848
0.8,Hydroelectric,41.55998,-74.195154,NY,10848
0.4,Hydroelectric,41.55998,-74.195154,NY,10848
50,Coal,47.286573,-91.260531,MN,10849
81.6,Coal,47.286573,-91.260531,MN,10849
0.4,Hydroelectric,43.096677,-73.460172,NY,10853
0.4,Hydroelectric,43.096677,-73.460172,NY,10853
0.3,Hydroelectric,43.096677,-73.460172,NY,10853
20,Natural Gas,41.1386,-92.6467,IA,10855
20,Natural Gas,41.1386,-92.6467,IA,10855
75,Coal,41.8206,-90.2097,IA,10860
105,Coal,41.8206,-90.2097,IA,10860
7.9,Coal,41.624438,-93.584515,IA,10861
7.9,Coal,40.866463,-96.614486,NE,10862
6.1,Coal,44.187066,-93.99242,MN,10863
31,Coal,41.9221,-91.6875,IA,10864
31,Coal,41.9221,-91.6875,IA,10864
31,Coal,41.9221,-91.6875,IA,10864
31,Coal,41.9221,-91.6875,IA,10864
31,Coal,41.9221,-91.6875,IA,10864
101.1,Coal,41.9221,-91.6875,IA,10864
38.5,Natural Gas,41.9221,-91.6875,IA,10864
31,Coal,39.870074,-88.890756,IL,10865
31,Coal,39.870074,-88.890756,IL,10865
31,Coal,39.870074,-88.890756,IL,10865
31,Coal,39.870074,-88.890756,IL,10865
31,Coal,39.870074,-88.890756,IL,10865
75,Coal,39.870074,-88.890756,IL,10865
105,Coal,39.870074,-88.890756,IL,10865
18,Natural Gas,40.677188,-89.604911,IL,10866
18,Natural Gas,40.677188,-89.604911,IL,10866
64.8,Coal,39.84919,-88.931944,IL,10867
10,Other,42.436111,-122.849958,OR,10869
15,Other,42.436111,-122.849958,OR,10869
15,Other,42.436111,-122.849958,OR,10869
72.5,Natural Gas,40.928161,-76.040929,PA,10870
33,Natural Gas,40.928161,-76.040929,PA,10870
33,Natural Gas,40.928161,-76.040929,PA,10870
33,Natural Gas,40.928161,-76.040929,PA,10870
1.6,Hydroelectric,43.917267,-75.633822,NY,10872
32.2,Other,36.0372,-117.7981,CA,10873
30,Other,36.0372,-117.7981,CA,10873
30,Other,36.0372,-117.7981,CA,10873
30,Other,36.0192,-117.7917,CA,10874
30,Other,36.0192,-117.7917,CA,10874
30,Other,36.0192,-117.7917,CA,10874
30,Other,36.0019,-117.7886,CA,10875
30,Other,36.0019,-117.7886,CA,10875
30,Other,36.0019,-117.7886,CA,10875
10,Other,33.158,-115.6475,CA,10878
11.5,Other,33.1589,-115.6455,CA,10879
5,Other,33.1589,-115.6455,CA,10879
3.5,Other,33.1589,-115.6455,CA,10879
1.8,Hydroelectric,40.8014,-121.4481,CA,10880
2,Hydroelectric,40.882061,-121.948353,CA,10881
6.8,Hydroelectric,40.874144,-121.920428,CA,10882
12.5,Natural Gas,42.33685,-71.10815,MA,10883
12.5,Natural Gas,42.33685,-71.10815,MA,10883
13.8,Natural Gas,42.33685,-71.10815,MA,10883
6.8,Other,42.33685,-71.10815,MA,10883
6.8,Other,42.33685,-71.10815,MA,10883
6.8,Other,42.33685,-71.10815,MA,10883
6.8,Other,42.33685,-71.10815,MA,10883
6.8,Other,42.33685,-71.10815,MA,10883
6.8,Other,42.33685,-71.10815,MA,10883
11,Natural Gas,42.33685,-71.10815,MA,10883
11,Natural Gas,42.33685,-71.10815,MA,10883
2.8,Natural Gas,34.326242,-118.44477,CA,10884
2.8,Natural Gas,34.326242,-118.44477,CA,10884
1.7,Hydroelectric,42.9197,-76.5477,NY,10902
8,Hydroelectric,41.5697,-88.0789,IL,10903
8,Hydroelectric,41.5697,-88.0789,IL,10903
40.7,Natural Gas,42.4564,-73.2181,MA,50002
40.7,Natural Gas,42.4564,-73.2181,MA,50002
40.7,Natural Gas,42.4564,-73.2181,MA,50002
53.4,Natural Gas,42.4564,-73.2181,MA,50002
46,Natural Gas,35.0968,-119.4299,CA,50003
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
212.5,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
95.2,Natural Gas,40.6322,-74.2156,NJ,50006
0.4,Hydroelectric,38.1483,-81.2147,WV,50010
0.4,Hydroelectric,38.1483,-81.2147,WV,50010
0.4,Hydroelectric,38.1483,-81.2147,WV,50010
0.4,Hydroelectric,38.1483,-81.2147,WV,50010
0.4,Hydroelectric,38.1483,-81.2147,WV,50010
0.4,Hydroelectric,38.1483,-81.2147,WV,50010
1.9,Hydroelectric,38.1483,-81.2147,WV,50010
1.9,Hydroelectric,38.1483,-81.2147,WV,50010
25.5,Hydroelectric,38.1478,-81.1753,WV,50011
25.5,Hydroelectric,38.1478,-81.1753,WV,50011
25.5,Hydroelectric,38.1478,-81.1753,WV,50011
25.5,Hydroelectric,38.1478,-81.1753,WV,50011
47,Natural Gas,27.8322,-97.5281,TX,50026
25,Other,32.486787,-92.149597,LA,50028
20,Other,32.486787,-92.149597,LA,50028
39.2,Natural Gas,32.486787,-92.149597,LA,50028
1.5,Hydroelectric,42.721326,-73.680608,NY,50031
1.5,Hydroelectric,42.721326,-73.680608,NY,50031
2.5,Hydroelectric,42.9044,-73.5625,NY,50034
5,Other,44.067792,-70.260831,ME,50035
18.7,Hydroelectric,39.6672,-80.8642,WV,50036
18.7,Hydroelectric,39.6672,-80.8642,WV,50036
7,Hydroelectric,35.43,-118.8222,CA,50037
7,Hydroelectric,35.43,-118.8222,CA,50037
2.5,Natural Gas,42.309555,-71.805218,MA,50041
3.1,Natural Gas,42.309555,-71.805218,MA,50041
104.2,Natural Gas,29.7314,-95.0839,TX,50043
104.2,Natural Gas,29.7314,-95.0839,TX,50043
84.9,Natural Gas,29.7314,-95.0839,TX,50043
87.4,Natural Gas,29.7314,-95.0839,TX,50043
0.5,Hydroelectric,44.503704,-70.220971,ME,50047
0.5,Hydroelectric,44.503704,-70.220971,ME,50047
0.5,Hydroelectric,44.503704,-70.220971,ME,50047
0.5,Hydroelectric,44.503704,-70.220971,ME,50047
0.5,Hydroelectric,44.503704,-70.220971,ME,50047
0.6,Hydroelectric,44.503704,-70.220971,ME,50047
12.5,Other,40.4728,-124.1014,CA,50049
12.5,Other,40.4728,-124.1014,CA,50049
7.5,Other,40.4728,-124.1014,CA,50049
25.3,Other,44.7383,-68.8258,ME,50051
3.1,Natural Gas,29.721048,-95.39536,TX,50054
3.8,Natural Gas,29.721048,-95.39536,TX,50054
0.9,Other,38.824863,-76.773149,MD,50060
0.9,Other,38.824863,-76.773149,MD,50060
0.9,Other,38.824863,-76.773149,MD,50060
5.1,Natural Gas,32.778225,-117.070114,CA,50061
5.1,Natural Gas,32.778225,-117.070114,CA,50061
4.1,Natural Gas,32.778225,-117.070114,CA,50061
0.1,Solar,32.778225,-117.070114,CA,50061
0.3,Solar,32.778225,-117.070114,CA,50061
0.3,Solar,32.778225,-117.070114,CA,50061
0.1,Solar,32.778225,-117.070114,CA,50061
4.4,Natural Gas,36.9997,-122.0622,CA,50064
88.2,Other,38.7879,-122.7434,CA,50066
88.2,Other,38.7879,-122.7434,CA,50066
37.5,Other,35.6647,-101.4354,TX,50067
62.3,Other,26.771389,-80.141944,FL,50071
50.5,Natural Gas,39.8103,-75.4281,PA,50074
0.2,Hydroelectric,34.461667,-118.7511,CA,50076
1.1,Hydroelectric,34.461667,-118.7511,CA,50076
0.8,Hydroelectric,42.502473,-74.98356,NY,50079
0.6,Hydroelectric,42.502473,-74.98356,NY,50079
5.1,Hydroelectric,44.477807,-70.200759,ME,50080
5.1,Hydroelectric,44.477807,-70.200759,ME,50080
1.1,Hydroelectric,44.503431,-70.249137,ME,50081
1.1,Hydroelectric,44.503431,-70.249137,ME,50081
1.1,Hydroelectric,44.503431,-70.249137,ME,50081
1.1,Hydroelectric,44.503431,-70.249137,ME,50081
1.1,Hydroelectric,44.503431,-70.249137,ME,50081
1.1,Hydroelectric,44.503431,-70.249137,ME,50081
1.1,Hydroelectric,44.470511,-70.187333,ME,50082
1.1,Hydroelectric,44.470511,-70.187333,ME,50082
1.1,Hydroelectric,44.470511,-70.187333,ME,50082
1.2,Hydroelectric,44.470511,-70.187333,ME,50082
1.1,Hydroelectric,44.470511,-70.187333,ME,50082
0.7,Hydroelectric,44.470511,-70.187333,ME,50082
0.9,Hydroelectric,44.470511,-70.187333,ME,50082
1,Hydroelectric,44.470511,-70.187333,ME,50082
1,Hydroelectric,44.470511,-70.187333,ME,50082
2.5,Natural Gas,42.279015,-71.759772,MA,50087
2.5,Natural Gas,42.279015,-71.759772,MA,50087
5,Natural Gas,42.279015,-71.759772,MA,50087
7.5,Natural Gas,42.279015,-71.759772,MA,50087
7.5,Other,42.513608,-92.459122,IA,50088
1.5,Natural Gas,37.77656,-122.451878,CA,50089
1.3,Hydroelectric,48.947741,-117.795376,WA,50091
0.3,Hydroelectric,48.947741,-117.795376,WA,50091
1.7,Hydroelectric,44.909915,-74.085798,NY,50093
6,Natural Gas,40.2167,-74.7667,NJ,50094
6.2,Other,44.954853,-116.387134,ID,50099
7.5,Other,30.3419,-94.0656,TX,50101
32.6,Other,30.3419,-94.0656,TX,50101
17.6,Other,30.3419,-94.0656,TX,50101
1.7,Hydroelectric,43.128712,-71.459866,NH,50103
0.9,Hydroelectric,45.555833,-122.494722,OR,50105
0.9,Hydroelectric,45.555833,-122.494722,OR,50105
0.9,Hydroelectric,45.555833,-122.494722,OR,50105
0.9,Hydroelectric,45.555833,-122.494722,OR,50105
0.9,Hydroelectric,45.555833,-122.494722,OR,50105
0.9,Hydroelectric,45.555833,-122.494722,OR,50105
87.8,Natural Gas,33.6968,-95.5577,TX,50109
87.8,Natural Gas,33.6968,-95.5577,TX,50109
90,Natural Gas,33.6968,-95.5577,TX,50109
20,Other,40.8767,-121.7016,CA,50110
20,Other,39.6699,-120.2394,CA,50111
35.2,Other,39.941165,-120.909211,CA,50112
48.2,Natural Gas,35.0329,-117.701,CA,50115
34.4,Natural Gas,30.2867,-97.7356,TX,50118
7.6,Natural Gas,30.2867,-97.7356,TX,50118
6,Natural Gas,30.2867,-97.7356,TX,50118
28.8,Natural Gas,30.2867,-97.7356,TX,50118
48.5,Natural Gas,30.2867,-97.7356,TX,50118
27.2,Natural Gas,30.2867,-97.7356,TX,50118
18.3,Other,38.0417,-122.2583,CA,50119
18.3,Other,38.0417,-122.2583,CA,50119
18.3,Other,38.0417,-122.2583,CA,50119
12,Other,27.8175,-97.4814,TX,50121
28.6,Other,27.8175,-97.4814,TX,50121
28.6,Other,27.8175,-97.4814,TX,50121
1.2,Hydroelectric,42.712356,-73.957324,NY,50123
1.2,Hydroelectric,43.5933,-72.3506,VT,50126
0.6,Hydroelectric,43.5933,-72.3506,VT,50126
20,Natural Gas,33.8625,-98.5894,TX,50127
20,Natural Gas,33.8625,-98.5894,TX,50127
20,Natural Gas,33.8625,-98.5894,TX,50127
20,Natural Gas,33.8625,-98.5894,TX,50127
2.5,Hydroelectric,38.923556,-122.56668,CA,50128
1.4,Hydroelectric,39.0788,-122.535556,CA,50129
1.4,Hydroelectric,39.0788,-122.535556,CA,50129
0.1,Hydroelectric,39.0788,-122.535556,CA,50129
38.4,Natural Gas,36.1807,-120.3885,CA,50131
75,Natural Gas,35.452577,-118.985313,CA,50134
75,Natural Gas,35.452577,-118.985313,CA,50134
75,Natural Gas,35.452577,-118.985313,CA,50134
75,Natural Gas,35.452577,-118.985313,CA,50134
0.2,Natural Gas,40.6853,-73.4258,NY,50136
0.2,Natural Gas,40.6853,-73.4258,NY,50136
0.2,Natural Gas,40.6853,-73.4258,NY,50136
0.2,Natural Gas,40.6853,-73.4258,NY,50136
0.2,Natural Gas,40.6853,-73.4258,NY,50136
101.9,Natural Gas,29.2639,-95.8997,TX,50137
5,Other,32.574722,-94.373889,TX,50141
2.7,Natural Gas,32.143989,-81.14655,GA,50146
3,Natural Gas,32.143989,-81.14655,GA,50146
1,Natural Gas,32.143989,-81.14655,GA,50146
5,Natural Gas,32.143989,-81.14655,GA,50146
1.4,Hydroelectric,33.051,-117.175,CA,50147
25,Natural Gas,33.78856,-118.229392,CA,50148
6,Natural Gas,33.78856,-118.229392,CA,50148
15,Natural Gas,28.5105,-96.7706,TX,50150
35,Natural Gas,28.5105,-96.7706,TX,50150
15,Natural Gas,28.5105,-96.7706,TX,50150
35,Natural Gas,28.5105,-96.7706,TX,50150
6,Natural Gas,28.5105,-96.7706,TX,50150
35,Natural Gas,28.5105,-96.7706,TX,50150
15,Natural Gas,28.5105,-96.7706,TX,50150
12,Natural Gas,28.5105,-96.7706,TX,50150
125.8,Natural Gas,29.9861,-90.4414,LA,50152
125.8,Natural Gas,29.9861,-90.4414,LA,50152
50,Natural Gas,29.9861,-90.4414,LA,50152
22,Natural Gas,29.9861,-90.4414,LA,50152
45,Other,29.37612,-94.946477,TX,50153
3.2,Hydroelectric,40.534454,-121.959109,CA,50156
1.2,Hydroelectric,43.6773,-84.3802,MI,50157
1.2,Hydroelectric,43.6773,-84.3802,MI,50157
1.2,Hydroelectric,43.6773,-84.3802,MI,50157
2.4,Hydroelectric,43.814,-84.3767,MI,50158
2.4,Hydroelectric,43.814,-84.3767,MI,50158
1.2,Hydroelectric,44.0411,-84.3418,MI,50159
1.2,Hydroelectric,43.9599,-84.336,MI,50160
0.5,Hydroelectric,42.163378,-72.827509,MA,50166
1.8,Hydroelectric,42.163378,-72.827509,MA,50166
0.5,Hydroelectric,42.163378,-72.827509,MA,50166
43.7,Natural Gas,37.581339,-97.424133,KS,50169
38.7,Natural Gas,35.093046,-119.443617,CA,50170
2,Hydroelectric,36.696,-77.56,VA,50175
0.5,Hydroelectric,36.696,-77.56,VA,50175
1.3,Hydroelectric,44.510739,-73.913079,NY,50176
1.3,Hydroelectric,44.510739,-73.913079,NY,50176
0.4,Hydroelectric,42.014467,-71.5444,RI,50177
