Nameplate,Technology,Latitude,Longitude,State,Plant_ID
342,Natural Gas,40.591564,-74.200035,NY,2490
535.5,Natural Gas,40.591564,-74.200035,NY,2490
18,Natural Gas,40.591564,-74.200035,NY,2490
180,Natural Gas,40.7281,-73.9742,NY,2493
180,Natural Gas,40.7281,-73.9742,NY,2493
156.2,Natural Gas,40.7281,-73.9742,NY,2493
200,Natural Gas,40.7281,-73.9742,NY,2493
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Natural Gas,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
20,Other,40.6635,-74.0051,NY,2494
16.3,Other,40.7052,-73.9807,NY,2496
16.3,Other,40.7052,-73.9807,NY,2496
16.3,Other,40.7052,-73.9807,NY,2496
1299,Nuclear,41.270556,-73.9527,NY,2497
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
22,Natural Gas,40.648611,-74.020833,NY,2499
400,Natural Gas,40.759167,-73.946111,NY,2500
400,Natural Gas,40.759167,-73.946111,NY,2500
1027,Natural Gas,40.759167,-73.946111,NY,2500
170,Natural Gas,40.759167,-73.946111,NY,2500
80,Natural Gas,40.759167,-73.946111,NY,2500
18.6,Natural Gas,40.759167,-73.946111,NY,2500
25,Natural Gas,40.759167,-73.946111,NY,2500
25,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
42.9,Natural Gas,40.759167,-73.946111,NY,2500
21.1,Natural Gas,40.759167,-73.946111,NY,2500
21.1,Natural Gas,40.759167,-73.946111,NY,2500
22,Natural Gas,40.759167,-73.946111,NY,2500
25,Natural Gas,40.759167,-73.946111,NY,2500
17.1,Natural Gas,40.771285,-73.99115,NY,2503
18.5,Other,40.768,-73.9515,NY,2504
18.5,Other,40.768,-73.9515,NY,2504
41.8,Natural Gas,40.616689,-73.647881,NY,2511
41.8,Natural Gas,40.616689,-73.647881,NY,2511
41.8,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
41.8,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
18,Natural Gas,40.616689,-73.647881,NY,2511
188,Natural Gas,40.616689,-73.647881,NY,2511
188,Natural Gas,40.616689,-73.647881,NY,2511
21.3,Other,40.961706,-72.210277,NY,2512
2,Other,40.961706,-72.210277,NY,2512
2,Other,40.961706,-72.210277,NY,2512
2,Other,40.961706,-72.210277,NY,2512
55,Other,40.827149,-73.647473,NY,2514
55,Other,40.827149,-73.647473,NY,2514
387,Natural Gas,40.923565,-73.342323,NY,2516
387,Natural Gas,40.923565,-73.342323,NY,2516
387,Natural Gas,40.923565,-73.342323,NY,2516
16,Other,40.923565,-73.342323,NY,2516
387,Natural Gas,40.923565,-73.342323,NY,2516
188,Natural Gas,40.949696,-73.078507,NY,2517
188,Natural Gas,40.949696,-73.078507,NY,2517
16,Other,40.949696,-73.078507,NY,2517
53,Natural Gas,40.949696,-73.078507,NY,2517
53,Natural Gas,40.949696,-73.078507,NY,2517
52.9,Other,40.96159,-72.864976,NY,2518
18.6,Other,40.96159,-72.864976,NY,2518
11.5,Other,40.899997,-72.381977,NY,2519
14,Other,41.1059,-72.3761,NY,2520
52.4,Other,40.695485,-73.348573,NY,2521
1.2,Hydroelectric,44.695,-73.6219,NY,2522
1.2,Hydroelectric,44.695,-73.6219,NY,2522
3.1,Hydroelectric,44.695,-73.6219,NY,2522
112,Natural Gas,42.6789,-76.9483,NY,2527
1.7,Other,43.9719,-74.1861,NY,2528
2.5,Other,43.9719,-74.1861,NY,2528
4,Hydroelectric,44.6389,-73.7492,NY,2530
4,Hydroelectric,44.6389,-73.7492,NY,2530
7,Hydroelectric,44.6389,-73.7492,NY,2530
3.2,Hydroelectric,44.7053,-73.5967,NY,2532
3.2,Hydroelectric,44.7053,-73.5967,NY,2532
6,Hydroelectric,44.7053,-73.5967,NY,2532
155.3,Coal,42.6028,-76.6336,NY,2535
167.2,Coal,42.6028,-76.6336,NY,2535
194.3,Natural Gas,42.594196,-73.763752,NY,2539
194.3,Natural Gas,42.594196,-73.763752,NY,2539
194.3,Natural Gas,42.594196,-73.763752,NY,2539
310.2,Natural Gas,42.594196,-73.763752,NY,2539
4,Hydroelectric,44.660338,-74.860265,NY,2540
10,Hydroelectric,43.019113,-74.741349,NY,2543
10,Hydroelectric,43.019113,-74.741349,NY,2543
0.4,Hydroelectric,43.9275,-75.3331,NY,2544
0.6,Hydroelectric,43.9275,-75.3331,NY,2544
1,Hydroelectric,43.9275,-75.3331,NY,2544
9,Hydroelectric,43.5317,-75.9531,NY,2545
9,Hydroelectric,43.5317,-75.9531,NY,2545
9,Hydroelectric,43.5317,-75.9531,NY,2545
9,Hydroelectric,43.5317,-75.9531,NY,2545
2,Hydroelectric,44.000122,-75.813151,NY,2546
2,Hydroelectric,44.000122,-75.813151,NY,2546
2,Hydroelectric,44.000122,-75.813151,NY,2546
15,Hydroelectric,44.506474,-74.753442,NY,2547
8,Hydroelectric,44.211407,-75.059441,NY,2548
8,Hydroelectric,44.211407,-75.059441,NY,2548
1,Hydroelectric,44.7533,-74.2169,NY,2550
1,Hydroelectric,44.7533,-74.2169,NY,2550
1,Hydroelectric,44.7533,-74.2169,NY,2550
11,Hydroelectric,44.5839,-74.9583,NY,2551
12,Hydroelectric,44.5839,-74.9583,NY,2551
13,Hydroelectric,44.5839,-74.9583,NY,2551
4,Hydroelectric,44.0381,-75.6806,NY,2552
4,Hydroelectric,44.0381,-75.6806,NY,2552
4,Hydroelectric,44.0381,-75.6806,NY,2552
96,Coal,42.491467,-79.346631,NY,2554
96,Coal,42.491467,-79.346631,NY,2554
217.6,Coal,42.491467,-79.346631,NY,2554
217.6,Coal,42.491467,-79.346631,NY,2554
2,Hydroelectric,43.909714,-75.200831,NY,2555
1,Hydroelectric,43.909714,-75.200831,NY,2555
1,Hydroelectric,43.909714,-75.200831,NY,2555
2,Hydroelectric,43.909714,-75.200831,NY,2555
0.5,Hydroelectric,44.638365,-75.49052,NY,2556
1,Hydroelectric,44.638365,-75.49052,NY,2556
1,Hydroelectric,44.638365,-75.49052,NY,2556
0.4,Hydroelectric,43.922831,-75.277923,NY,2557
0.4,Hydroelectric,43.922831,-75.277923,NY,2557
0.6,Hydroelectric,43.922831,-75.277923,NY,2557
1.6,Hydroelectric,43.922831,-75.277923,NY,2557
1,Hydroelectric,43.927536,-75.288322,NY,2559
1,Hydroelectric,43.927536,-75.288322,NY,2559
1,Hydroelectric,43.0092,-74.5372,NY,2560
1,Hydroelectric,43.0092,-74.5372,NY,2560
1,Hydroelectric,43.0092,-74.5372,NY,2560
1,Hydroelectric,43.0092,-74.5372,NY,2560
4,Hydroelectric,44.7989,-74.9856,NY,2561
24,Hydroelectric,44.527491,-74.849177,NY,2562
2,Hydroelectric,44.2217,-75.0742,NY,2563
3,Hydroelectric,44.2217,-75.0742,NY,2563
1,Hydroelectric,44.4372,-73.9725,NY,2564
1,Hydroelectric,44.4372,-73.9725,NY,2564
0.8,Hydroelectric,43.32411,-76.418984,NY,2566
0.5,Hydroelectric,43.32411,-76.418984,NY,2566
0.5,Hydroelectric,43.2358,-78.3906,NY,2568
0.5,Hydroelectric,43.2358,-78.3906,NY,2568
0.5,Hydroelectric,43.2358,-78.3906,NY,2568
5,Hydroelectric,43.323441,-76.420841,NY,2569
5,Hydroelectric,43.323441,-76.420841,NY,2569
4,Hydroelectric,44.6192,-74.9733,NY,2571
4,Hydroelectric,44.6192,-74.9733,NY,2571
1.8,Hydroelectric,44.0217,-75.6511,NY,2572
1.8,Hydroelectric,44.0217,-75.6511,NY,2572
1.8,Hydroelectric,44.0217,-75.6511,NY,2572
0.5,Hydroelectric,44.6172,-75.4042,NY,2573
0.5,Hydroelectric,44.6172,-75.4042,NY,2573
2.8,Hydroelectric,43.4436,-76.4961,NY,2574
2.8,Hydroelectric,43.4436,-76.4961,NY,2574
2.8,Hydroelectric,43.4436,-76.4961,NY,2574
3.5,Hydroelectric,43.4436,-76.4961,NY,2574
2,Hydroelectric,43.9247,-75.3731,NY,2575
2,Hydroelectric,43.9247,-75.3731,NY,2575
2,Hydroelectric,43.9247,-75.3731,NY,2575
1.5,Hydroelectric,44.5306,-74.9331,NY,2576
1.5,Hydroelectric,44.5306,-74.9331,NY,2576
1.5,Hydroelectric,44.5306,-74.9331,NY,2576
1.5,Hydroelectric,44.5306,-74.9331,NY,2576
3,Hydroelectric,43.170948,-78.691551,NY,2578
3,Hydroelectric,43.061017,-74.764347,NY,2579
3,Hydroelectric,43.061017,-74.764347,NY,2579
2,Hydroelectric,42.920374,-73.508886,NY,2580
2,Hydroelectric,42.920374,-73.508886,NY,2580
2,Hydroelectric,44.0117,-75.7967,NY,2581
2,Hydroelectric,44.0117,-75.7967,NY,2581
2,Hydroelectric,44.0117,-75.7967,NY,2581
4,Hydroelectric,43.524103,-75.970318,NY,2582
4,Hydroelectric,43.524103,-75.970318,NY,2582
1,Hydroelectric,44.877326,-74.306288,NY,2583
2,Hydroelectric,43.4003,-76.4739,NY,2586
2,Hydroelectric,43.4003,-76.4739,NY,2586
2,Hydroelectric,43.4003,-76.4739,NY,2586
2,Hydroelectric,43.4003,-76.4739,NY,2586
2,Hydroelectric,43.4003,-76.4739,NY,2586
4,Hydroelectric,43.8719,-75.1364,NY,2588
4,Hydroelectric,43.8719,-75.1364,NY,2588
641.8,Nuclear,43.5211,-76.41,NY,2589
1259.3,Nuclear,43.5211,-76.41,NY,2589
5,Hydroelectric,44.8053,-74.9975,NY,2590
2,Hydroelectric,44.7439,-75.0042,NY,2591
901.8,Other,43.4586,-76.5319,NY,2594
901.8,Other,43.4586,-76.5319,NY,2594
2,Hydroelectric,43.3161,-76.4153,NY,2595
2,Hydroelectric,43.3161,-76.4153,NY,2595
2,Hydroelectric,43.3161,-76.4153,NY,2595
1,Hydroelectric,43.3156,-76.4172,NY,2596
1,Hydroelectric,43.3156,-76.4172,NY,2596
0.5,Hydroelectric,43.3156,-76.4172,NY,2596
0.5,Hydroelectric,43.3156,-76.4172,NY,2596
3,Hydroelectric,44.63,-74.8258,NY,2597
1.5,Hydroelectric,44.233419,-74.566217,NY,2598
0.6,Hydroelectric,44.233419,-74.566217,NY,2598
0.6,Hydroelectric,44.233419,-74.566217,NY,2598
19,Hydroelectric,43.291861,-75.147734,NY,2599
25,Hydroelectric,44.5178,-74.8228,NY,2600
2,Hydroelectric,44.835,-74.9803,NY,2601
1,Hydroelectric,44.2678,-75.1961,NY,2604
1,Hydroelectric,44.2678,-75.1961,NY,2604
1,Hydroelectric,44.2678,-75.1961,NY,2604
1,Hydroelectric,44.2678,-75.1961,NY,2604
8,Hydroelectric,42.78498,-73.707983,NY,2605
7,Hydroelectric,42.78498,-73.707983,NY,2605
7,Hydroelectric,42.78498,-73.707983,NY,2605
7,Hydroelectric,42.78498,-73.707983,NY,2605
13,Hydroelectric,42.78498,-73.707983,NY,2605
4,Hydroelectric,42.8992,-73.5989,NY,2606
4,Hydroelectric,42.8992,-73.5989,NY,2606
4,Hydroelectric,42.8992,-73.5989,NY,2606
4,Hydroelectric,42.8992,-73.5989,NY,2606
2,Hydroelectric,43.096823,-73.582107,NY,2607
1,Hydroelectric,43.9775,-75.8942,NY,2608
1,Hydroelectric,43.9775,-75.8942,NY,2608
7,Hydroelectric,43.2797,-73.7094,NY,2609
7,Hydroelectric,43.2797,-73.7094,NY,2609
7,Hydroelectric,43.2797,-73.7094,NY,2609
7,Hydroelectric,43.2797,-73.7094,NY,2609
7,Hydroelectric,43.2797,-73.7094,NY,2609
1.3,Hydroelectric,43.2797,-73.7094,NY,2609
8,Hydroelectric,43.9206,-75.2433,NY,2610
8,Hydroelectric,43.9206,-75.2433,NY,2610
21,Hydroelectric,44.5133,-74.8831,NY,2611
9,Hydroelectric,43.2339,-73.7556,NY,2612
47,Hydroelectric,43.2339,-73.7556,NY,2612
26,Hydroelectric,44.4553,-74.7614,NY,2613
36,Hydroelectric,43.2978,-73.8853,NY,2614
2.5,Hydroelectric,43.2978,-73.8853,NY,2614
2,Hydroelectric,44.642181,-74.976473,NY,2616
2,Hydroelectric,44.642181,-74.976473,NY,2616
1,Hydroelectric,43.927002,-75.321877,NY,2617
1,Hydroelectric,43.927002,-75.321877,NY,2617
1,Hydroelectric,43.927002,-75.321877,NY,2617
1,Hydroelectric,43.927002,-75.321877,NY,2617
6.8,Hydroelectric,43.2758,-75.1567,NY,2619
6.4,Hydroelectric,43.2758,-75.1567,NY,2619
8.7,Hydroelectric,43.2758,-75.1567,NY,2619
2,Hydroelectric,43.4486,-76.5056,NY,2621
2,Hydroelectric,43.4486,-76.5056,NY,2621
2,Hydroelectric,43.4486,-76.5056,NY,2621
2,Hydroelectric,43.4486,-76.5056,NY,2621
2,Hydroelectric,43.3272,-78.2394,NY,2623
2,Hydroelectric,43.3272,-78.2394,NY,2623
1,Hydroelectric,44.7661,-74.9997,NY,2624
1,Hydroelectric,44.7661,-74.9997,NY,2624
621,Natural Gas,41.2044,-73.9689,NY,2625
621,Natural Gas,41.2044,-73.9689,NY,2625
18,Hydroelectric,41.8592,-74.5106,NY,2627
46.5,Natural Gas,41.1269,-74.1653,NY,2628
4,Hydroelectric,41.537722,-74.771383,NY,2630
1.1,Hydroelectric,41.537722,-74.771383,NY,2630
1.1,Hydroelectric,41.537722,-74.771383,NY,2630
1.1,Hydroelectric,41.537722,-74.771383,NY,2630
10,Hydroelectric,41.4625,-74.7578,NY,2631
0.8,Hydroelectric,41.4625,-74.7578,NY,2631
41.9,Natural Gas,41.4278,-74.4186,NY,2632
6.8,Hydroelectric,41.5717,-74.7828,NY,2634
3,Hydroelectric,43.1522,-77.6098,NY,2638
8.5,Hydroelectric,43.1611,-77.615,NY,2639
12.8,Hydroelectric,43.1803,-77.6278,NY,2641
12.8,Hydroelectric,43.1803,-77.6278,NY,2641
18,Hydroelectric,43.1803,-77.6278,NY,2641
0.6,Hydroelectric,42.5042,-78.0828,NY,2646
0.4,Hydroelectric,42.5042,-78.0828,NY,2646
2.9,Other,40.6561,-73.5922,NY,2678
3.1,Other,40.6561,-73.5922,NY,2678
5.1,Other,40.6561,-73.5922,NY,2678
18.1,Other,40.6447,-73.5683,NY,2679
60.5,Natural Gas,40.6447,-73.5683,NY,2679
1.7,Other,41.1055,-72.3758,NY,2681
1.2,Other,41.1055,-72.3758,NY,2681
1.8,Other,41.1055,-72.3758,NY,2681
3.8,Other,41.1055,-72.3758,NY,2681
1.6,Other,41.1055,-72.3758,NY,2681
24.5,Natural Gas,42.0933,-79.2478,NY,2682
24.5,Natural Gas,42.0933,-79.2478,NY,2682
47.3,Natural Gas,42.0933,-79.2478,NY,2682
2.8,Hydroelectric,42.8056,-73.72264,NY,2685
2.8,Hydroelectric,42.8056,-73.72264,NY,2685
3,Hydroelectric,42.8056,-73.72264,NY,2685
3,Hydroelectric,42.8056,-73.72264,NY,2685
2.8,Hydroelectric,42.80746,-73.84269,NY,2686
2.8,Hydroelectric,42.80746,-73.84269,NY,2686
3,Hydroelectric,42.80746,-73.84269,NY,2686
3,Hydroelectric,42.80746,-73.84269,NY,2686
250,Hydroelectric,42.4423,-74.4479,NY,2691
250,Hydroelectric,42.4423,-74.4479,NY,2691
250,Hydroelectric,42.4423,-74.4479,NY,2691
250,Hydroelectric,42.4423,-74.4479,NY,2691
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
20,Hydroelectric,43.142973,-79.021958,NY,2692
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
193.5,Hydroelectric,43.1427,-79.0394,NY,2693
150.3,Hydroelectric,43.1427,-79.0394,NY,2693
150.3,Hydroelectric,43.1427,-79.0394,NY,2693
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
57,Hydroelectric,45.0038,-74.7994,NY,2694
3.5,Natural Gas,40.658333,-73.640556,NY,2695
5.2,Natural Gas,40.658333,-73.640556,NY,2695
5.5,Natural Gas,40.658333,-73.640556,NY,2695
5.5,Natural Gas,40.658333,-73.640556,NY,2695
6.2,Natural Gas,40.658333,-73.640556,NY,2695
2,Other,40.658333,-73.640556,NY,2695
2.4,Other,40.658333,-73.640556,NY,2695
3.5,Natural Gas,40.658333,-73.640556,NY,2695
2.7,Hydroelectric,43.975801,-75.874669,NY,2700
2.7,Hydroelectric,43.975801,-75.874669,NY,2700
2.7,Hydroelectric,43.975801,-75.874669,NY,2700
206.6,Coal,35.4731,-82.5417,NC,2706
207,Coal,35.4731,-82.5417,NC,2706
211.7,Natural Gas,35.4731,-82.5417,NC,2706
211.8,Natural Gas,35.4731,-82.5417,NC,2706
3.2,Hydroelectric,34.9833,-79.8775,NC,2707
3.2,Hydroelectric,34.9833,-79.8775,NC,2707
3.2,Hydroelectric,34.9833,-79.8775,NC,2707
5,Hydroelectric,34.9833,-79.8775,NC,2707
5,Hydroelectric,34.9833,-79.8775,NC,2707
5,Hydroelectric,34.9833,-79.8775,NC,2707
17.5,Other,34.9833,-79.8775,NC,2707
17.5,Other,34.9833,-79.8775,NC,2707
17.5,Other,34.9833,-79.8775,NC,2707
17.5,Other,34.9833,-79.8775,NC,2707
2.5,Hydroelectric,35.702527,-82.710571,NC,2710
2.5,Hydroelectric,35.702527,-82.710571,NC,2710
410.8,Coal,36.4833,-79.0731,NC,2712
657,Coal,36.4833,-79.0731,NC,2712
745.2,Coal,36.4833,-79.0731,NC,2712
745.2,Coal,36.4833,-79.0731,NC,2712
22,Hydroelectric,35.206741,-80.06483,NC,2714
18,Hydroelectric,35.206741,-80.06483,NC,2714
22,Hydroelectric,35.206741,-80.06483,NC,2714
22,Hydroelectric,35.206741,-80.06483,NC,2714
36,Hydroelectric,35.6946,-83.0503,NC,2715
36,Hydroelectric,35.6946,-83.0503,NC,2715
36,Hydroelectric,35.6946,-83.0503,NC,2715
39.7,Other,34.587538,-78.97552,NC,2716
39.7,Other,34.587538,-78.97552,NC,2716
41.8,Other,34.587538,-78.97552,NC,2716
41.8,Other,34.587538,-78.97552,NC,2716
163.2,Coal,35.1897,-81.0122,NC,2718
163.2,Coal,35.1897,-81.0122,NC,2718
272,Coal,35.1897,-81.0122,NC,2718
278,Coal,35.1897,-81.0122,NC,2718
272,Coal,35.1897,-81.0122,NC,2718
13,Hydroelectric,35.7428,-81.8372,NC,2719
13,Hydroelectric,35.7428,-81.8372,NC,2719
1.7,Hydroelectric,35.7428,-81.8372,NC,2719
185.3,Natural Gas,35.7133,-80.3767,NC,2720
185.3,Natural Gas,35.7133,-80.3767,NC,2720
327.3,Natural Gas,35.7133,-80.3767,NC,2720
621,Coal,35.22,-81.7594,NC,2721
909.5,Coal,35.22,-81.7594,NC,2721
87.5,Hydroelectric,35.4346,-80.9588,NC,2722
87.5,Hydroelectric,35.4346,-80.9588,NC,2722
87.5,Hydroelectric,35.4346,-80.9588,NC,2722
87.5,Hydroelectric,35.4346,-80.9588,NC,2722
185.3,Natural Gas,36.4862,-79.7208,NC,2723
185.3,Natural Gas,36.4862,-79.7208,NC,2723
327.3,Natural Gas,36.4862,-79.7208,NC,2723
8.6,Hydroelectric,35.7575,-81.0894,NC,2726
8.6,Hydroelectric,35.7575,-81.0894,NC,2726
8.6,Hydroelectric,35.7575,-81.0894,NC,2726
348.5,Coal,35.5975,-80.9658,NC,2727
348.5,Coal,35.5975,-80.9658,NC,2727
711,Coal,35.5975,-80.9658,NC,2727
711,Coal,35.5975,-80.9658,NC,2727
15,Hydroelectric,35.3339,-80.9867,NC,2728
15,Hydroelectric,35.3339,-80.9867,NC,2728
15,Hydroelectric,35.3339,-80.9867,NC,2728
15,Hydroelectric,35.3339,-80.9867,NC,2728
18,Hydroelectric,35.8214,-81.1922,NC,2729
18,Hydroelectric,35.8214,-81.1922,NC,2729
8.5,Hydroelectric,35.774234,-81.437773,NC,2730
8.5,Hydroelectric,35.774234,-81.437773,NC,2730
8.5,Hydroelectric,35.774234,-81.437773,NC,2730
2.7,Hydroelectric,35.334767,-82.186369,NC,2735
2.7,Hydroelectric,35.334767,-82.186369,NC,2735
2.5,Hydroelectric,35.245006,-82.389371,NC,2736
2.5,Hydroelectric,35.245006,-82.389371,NC,2736
9,Hydroelectric,35.242677,-83.072007,NC,2741
6.4,Hydroelectric,35.2531,-83.0983,NC,2743
0.5,Hydroelectric,35.2194,-83.3708,NC,2745
0.5,Hydroelectric,35.2194,-83.3708,NC,2745
0.6,Hydroelectric,35.0647,-83.9258,NC,2746
0.6,Hydroelectric,35.0647,-83.9258,NC,2746
0.6,Hydroelectric,35.0647,-83.9258,NC,2746
43.2,Hydroelectric,35.2715,-83.6762,NC,2747
10.8,Hydroelectric,35.2139,-83.0028,NC,2749
21.6,Hydroelectric,35.233988,-83.125398,NC,2750
3,Hydroelectric,35.247011,-83.128111,NC,2751
44.4,Hydroelectric,36.499147,-77.811543,NC,2756
44.4,Hydroelectric,36.499147,-77.811543,NC,2756
44.4,Hydroelectric,36.499147,-77.811543,NC,2756
44.4,Hydroelectric,36.499147,-77.811543,NC,2756
25,Hydroelectric,36.4789,-77.6722,NC,2758
25,Hydroelectric,36.4789,-77.6722,NC,2758
25,Hydroelectric,36.4789,-77.6722,NC,2758
25,Hydroelectric,36.4789,-77.6722,NC,2758
1.2,Hydroelectric,35.42591,-82.184005,NC,2773
2.4,Hydroelectric,35.42591,-82.184005,NC,2773
13.2,Hydroelectric,35.019131,-83.791438,NC,2778
81,Hydroelectric,35.4507,-83.805,NC,2779
92.7,Hydroelectric,35.4507,-83.805,NC,2779
81,Hydroelectric,35.4507,-83.805,NC,2779
70.6,Hydroelectric,35.150864,-84.177533,NC,2780
95,Hydroelectric,35.150864,-84.177533,NC,2780
3,Other,35.267222,-75.534722,NC,2783
3,Other,35.267222,-75.534722,NC,2783
3,Other,35.267222,-75.534722,NC,2783
3,Other,35.267222,-75.534722,NC,2783
3,Other,35.267222,-75.534722,NC,2783
40,Coal,46.8669,-100.8836,ND,2790
75,Coal,46.8669,-100.8836,ND,2790
88,Natural Gas,46.8669,-100.8836,ND,2790
24.1,Other,46.905665,-98.662183,ND,2801
24.1,Other,46.905665,-98.662183,ND,2801
0.6,Other,48.430028,-97.403328,ND,2811
0.8,Other,48.430028,-97.403328,ND,2811
1.3,Other,48.430028,-97.403328,ND,2811
1.3,Other,48.430028,-97.403328,ND,2811
128,Hydroelectric,47.4945,-101.4115,ND,2815
128,Hydroelectric,47.4945,-101.4115,ND,2815
128,Hydroelectric,47.4945,-101.4115,ND,2815
115,Hydroelectric,47.4945,-101.4115,ND,2815
115,Hydroelectric,47.4945,-101.4115,ND,2815
216,Coal,47.280769,-101.321213,ND,2817
440,Coal,47.280769,-101.321213,ND,2817
257,Coal,47.065854,-101.213093,ND,2823
477,Coal,47.065854,-101.213093,ND,2823
615.2,Coal,40.2522,-80.6486,OH,2828
615.2,Coal,40.2522,-80.6486,OH,2828
650,Coal,40.2522,-80.6486,OH,2828
2,Other,38.9917,-84.2981,OH,2830
2,Other,38.9917,-84.2981,OH,2830
100,Natural Gas,39.465,-84.3778,OH,2831
16.5,Natural Gas,39.465,-84.3778,OH,2831
21.3,Other,39.465,-84.3778,OH,2831
21.3,Other,39.465,-84.3778,OH,2831
557.1,Coal,39.1128,-84.8036,OH,2832
557.7,Coal,39.1128,-84.8036,OH,2832
16.5,Other,39.1128,-84.8036,OH,2832
16.5,Other,39.1128,-84.8036,OH,2832
